4	 139	 0	 104	 0	 1932000	 2000470	 +0.0088	 -0.1169	 -0.2354	 -0.2080	 -0.0158	 +0.0251	 2.309391e-13	 5.796492e-14	 2.303778e+00	 7.596036e-02	 3.430781e-02	 2.250968e-02	 6.883524e-06	 5.538004e-06	 1.069963e-05	 2.553061e-06	 1.472430e-06	 3.114492e-07	 6.375923e-10	 6.510866e-10	 8.267871e-10	 0
4	 140	 0	 104	 0	 1933000	 3000469	 +0.0088	 -0.1174	 -0.2353	 -0.2100	 -0.0158	 +0.0248	 2.646554e-13	 5.772710e-14	 2.287894e+00	 7.868448e-02	 3.318779e-02	 2.211449e-02	 7.042548e-06	 5.485088e-06	 1.035503e-05	 2.554260e-06	 1.473603e-06	 3.127606e-07	 6.383689e-10	 6.520158e-10	 8.280619e-10	 0
4	 141	 0	 104	 0	 1934000	 4000614	 +0.0094	 -0.1188	 -0.2358	 -0.2139	 -0.0163	 +0.0243	 2.432685e-13	 5.747724e-14	 2.270470e+00	 7.057510e-02	 3.196844e-02	 2.129277e-02	 7.183082e-06	 5.339444e-06	 1.002889e-05	 2.555439e-06	 1.474728e-06	 3.140406e-07	 6.390125e-10	 6.528881e-10	 8.293241e-10	 0
4	 142	 0	 104	 0	 1935000	 5000469	 +0.0111	 -0.1217	 -0.2375	 -0.2235	 -0.0185	 +0.0224	 1.666468e-13	 5.719476e-14	 2.242318e+00	 4.907011e-02	 3.057032e-02	 1.914182e-02	 7.298626e-06	 4.906195e-06	 9.742328e-06	 2.556574e-06	 1.475760e-06	 3.152450e-07	 6.391376e-10	 6.536313e-10	 8.305366e-10	 0
4	 143	 0	 104	 0	 1936000	 6000469	 +0.0121	 -0.1235	 -0.2389	 -0.2312	 -0.0201	 +0.0209	 1.274563e-13	 5.698689e-14	 2.217445e+00	 3.725621e-02	 2.939348e-02	 1.707726e-02	 7.390705e-06	 4.584419e-06	 9.662211e-06	 2.557737e-06	 1.476886e-06	 3.164625e-07	 6.392918e-10	 6.543089e-10	 8.317128e-10	 0
4	 144	 0	 104	 0	 1937000	 7000470	 +0.0127	 -0.1246	 -0.2398	 -0.2368	 -0.0210	 +0.0201	 1.064741e-13	 5.681995e-14	 2.196638e+00	 3.153785e-02	 2.858539e-02	 1.538139e-02	 7.442026e-06	 4.396245e-06	 9.720838e-06	 2.558913e-06	 1.478083e-06	 3.176974e-07	 6.395752e-10	 6.549372e-10	 8.328395e-10	 0
4	 145	 0	 104	 0	 1938000	 8000505	 +0.0131	 -0.1253	 -0.2405	 -0.2414	 -0.0215	 +0.0196	 9.329722e-14	 5.667098e-14	 2.177341e+00	 2.839994e-02	 2.814878e-02	 1.390428e-02	 7.442161e-06	 4.268732e-06	 9.867216e-06	 2.560081e-06	 1.479316e-06	 3.189364e-07	 6.398879e-10	 6.554980e-10	 8.338853e-10	 0
4	 146	 0	 104	 0	 1939000	 9000469	 +0.0133	 -0.1258	 -0.2411	 -0.2455	 -0.0219	 +0.0193	 8.423970e-14	 5.653445e-14	 2.158583e+00	 2.661145e-02	 2.804722e-02	 1.258795e-02	 7.385507e-06	 4.173630e-06	 1.006988e-05	 2.561235e-06	 1.480570e-06	 3.201746e-07	 6.401882e-10	 6.559862e-10	 8.348284e-10	 0
4	 147	 0	 104	 0	 1940000	 494	 +0.0135	 -0.1262	 -0.2416	 -0.2492	 -0.0223	 +0.0191	 7.765689e-14	 5.641083e-14	 2.139922e+00	 2.561452e-02	 2.821936e-02	 1.140445e-02	 7.270211e-06	 4.096776e-06	 1.030475e-05	 2.562372e-06	 1.481838e-06	 3.214097e-07	 6.404525e-10	 6.564023e-10	 8.356537e-10	 0
4	 148	 0	 104	 0	 1941000	 1000470	 +0.0137	 -0.1265	 -0.2422	 -0.2528	 -0.0227	 +0.0191	 7.269969e-14	 5.630288e-14	 2.121168e+00	 2.511163e-02	 2.859040e-02	 1.033727e-02	 7.098555e-06	 4.030213e-06	 1.055230e-05	 2.563491e-06	 1.483117e-06	 3.226401e-07	 6.406663e-10	 6.567535e-10	 8.363567e-10	 0
