Timestamp [us]	AccX [m/s²]	AccY [m/s²]	AccZ [m/s²]	OmgX [rad/s]	OmgY [rad/s]	OmgZ [rad/s]	NRpyX [rad]	NRpyY [rad]	NRpyZ [rad]	Vx [m/s]	Vy [m/s]	Vz [m/s]
4972476	 +0.021426	 +0.121706	 +9.694318	 -0.005849	 +0.003037	 +0.000522	 -3.074847	 -0.133178	 +1.543772	 +13.875786	 +15.316788	 -15.166299
4977476	 +0.060638	 +0.113641	 +9.693249	 -0.005836	 +0.001378	 -0.000573	 -3.074875	 -0.133219	 +1.544108	 +13.877347	 +15.327032	 -15.166438
4982475	 +0.026059	 +0.108556	 +9.677121	 -0.006367	 +0.002584	 -0.001082	 -3.074905	 -0.133267	 +1.544446	 +13.878881	 +15.337097	 -15.166518
4987475	 +0.024635	 +0.118920	 +9.700618	 -0.005427	 +0.002503	 -0.001125	 -3.074931	 -0.133314	 +1.544784	 +13.880458	 +15.347172	 -15.166717
4992475	 +0.025141	 +0.108445	 +9.716167	 -0.005557	 +0.001651	 -0.000449	 -3.074957	 -0.133357	 +1.545119	 +13.881976	 +15.357264	 -15.166989
4997475	 +0.033175	 +0.107701	 +9.706994	 -0.006261	 +0.001348	 -0.000101	 -3.074986	 -0.133399	 +1.545452	 +13.883492	 +15.367392	 -15.167209
5002475	 +0.037032	 +0.099297	 +9.707423	 -0.007362	 +0.001927	 +0.000305	 -3.075021	 -0.133443	 +1.545783	 +13.884965	 +15.377543	 -15.167426
5002475	 +0.037032	 +0.099297	 +9.707423	 -0.007362	 +0.001927	 +0.000305	 -3.075021	 -0.133443	 +1.545783	 +13.884965	 +15.377543	 -15.167426
5007475	 +0.062028	 +0.075704	 +9.691607	 -0.005735	 +0.002353	 +0.000440	 -3.075047	 -0.133489	 +1.546113	 +13.886326	 +15.387811	 -15.167540
5012475	 +0.048809	 +0.079644	 +9.714212	 -0.006046	 +0.001965	 -0.000492	 -3.075075	 -0.133533	 +1.546448	 +13.887697	 +15.398032	 -15.167775
5017475	 +0.045069	 +0.105150	 +9.706915	 -0.004782	 +0.002343	 -0.000157	 -3.075097	 -0.133579	 +1.546782	 +13.889195	 +15.408229	 -15.167984
5022475	 +0.034321	 +0.108707	 +9.696034	 -0.005880	 +0.001633	 -0.000717	 -3.075125	 -0.133622	 +1.547118	 +13.890710	 +15.418369	 -15.168148
5027475	 +0.031082	 +0.096234	 +9.689056	 -0.006311	 +0.002428	 -0.000431	 -3.075155	 -0.133669	 +1.547453	 +13.892163	 +15.428491	 -15.168275
5032475	 +0.035846	 +0.087124	 +9.701969	 -0.005734	 +0.003781	 -0.000606	 -3.075182	 -0.133722	 +1.547788	 +13.893564	 +15.438649	 -15.168459
5037475	 +0.056656	 +0.087950	 +9.711980	 -0.005592	 +0.002529	 -0.000848	 -3.075209	 -0.133769	 +1.548124	 +13.894968	 +15.448919	 -15.168678
5042475	 +0.057128	 +0.118487	 +9.707192	 -0.004024	 +0.003242	 -0.000449	 -3.075227	 -0.133820	 +1.548459	 +13.896523	 +15.459190	 -15.168883
5047475	 +0.051464	 +0.099018	 +9.683602	 -0.005878	 +0.003388	 +0.000218	 -3.075254	 -0.133871	 +1.548790	 +13.897985	 +15.469421	 -15.168968
5052475	 +0.011671	 +0.088006	 +9.700450	 -0.006074	 +0.003801	 +0.000457	 -3.075282	 -0.133925	 +1.549120	 +13.899380	 +15.479469	 -15.169158
5057475	 +0.004220	 +0.082774	 +9.702591	 -0.006029	 +0.002331	 +0.000357	 -3.075310	 -0.133970	 +1.549450	 +13.900746	 +15.489486	 -15.169362
5062475	 +0.053747	 +0.084426	 +9.702274	 -0.005788	 +0.002376	 -0.000374	 -3.075338	 -0.134017	 +1.549785	 +13.902124	 +15.499751	 -15.169531
5067476	 +0.039210	 +0.113489	 +9.673012	 -0.005744	 +0.001132	 +0.000458	 -3.075364	 -0.134057	 +1.550115	 +13.903653	 +15.509925	 -15.169574
5072475	 +0.014741	 +0.113486	 +9.703627	 -0.004929	 +0.003600	 +0.000575	 -3.075387	 -0.134109	 +1.550445	 +13.905167	 +15.520001	 -15.169785
5077495	 +0.032543	 +0.095957	 +9.692654	 -0.005716	 +0.003578	 +0.000203	 -3.075413	 -0.134161	 +1.550776	 +13.906597	 +15.530161	 -15.169924
5082745	 +0.027840	 +0.069292	 +9.676869	 -0.006087	 +0.002780	 +0.000194	 -3.075442	 -0.134209	 +1.551107	 +13.907896	 +15.540291	 -15.169978
5087704	 +0.033437	 +0.107314	 +9.699043	 -0.005878	 +0.002650	 -0.000393	 -3.075469	 -0.134257	 +1.551442	 +13.909377	 +15.550466	 -15.170150
5092712	 +0.029841	 +0.081822	 +9.680651	 -0.006330	 +0.002509	 +0.000252	 -3.075499	 -0.134303	 +1.551773	 +13.910734	 +15.560614	 -15.170225
5097475	 +0.032290	 +0.077894	 +9.686129	 -0.006631	 +0.003623	 -0.001005	 -3.074045	 -0.132257	 +1.553435	 +13.521402	 +15.334977	 -15.227212
5102475	 +0.046887	 +0.106920	 +9.701557	 -0.005399	 +0.002620	 +0.000446	 -3.073711	 -0.131797	 +1.554085	 +13.428452	 +15.288187	 -15.241142
5107475	 +0.053344	 +0.109277	 +9.697994	 -0.004708	 +0.002660	 +0.000210	 -3.073645	 -0.131723	 +1.554493	 +13.407042	 +15.284590	 -15.244638
5112476	 +0.030479	 +0.102778	 +9.679962	 -0.005857	 +0.002482	 +0.000862	 -3.073650	 -0.131740	 +1.554840	 +13.402873	 +15.291293	 -15.245542
