Timestamp [us]	AccX [m/s²]	AccY [m/s²]	AccZ [m/s²]	OmgX [rad/s]	OmgY [rad/s]	OmgZ [rad/s]	NRpyX [rad]	NRpyY [rad]	NRpyZ [rad]
4637469	 +0.018123	 +0.017920	 +0.023672	 +0.000926	 +0.000802	 +0.000849	 +0.008791	 +0.030655	 +0.067804
4642469	 +0.018122	 +0.017922	 +0.023681	 +0.000926	 +0.000802	 +0.000850	 +0.008820	 +0.030660	 +0.067819
4647469	 +0.018142	 +0.017911	 +0.023675	 +0.000925	 +0.000802	 +0.000850	 +0.008849	 +0.030665	 +0.067834
4652469	 +0.018142	 +0.017904	 +0.023689	 +0.000926	 +0.000802	 +0.000849	 +0.008880	 +0.030670	 +0.067850
4657469	 +0.018158	 +0.017871	 +0.023685	 +0.000925	 +0.000801	 +0.000849	 +0.008911	 +0.030674	 +0.067867
4662469	 +0.018154	 +0.017872	 +0.023691	 +0.000925	 +0.000801	 +0.000848	 +0.008943	 +0.030678	 +0.067885
4667469	 +0.018149	 +0.017866	 +0.023677	 +0.000925	 +0.000801	 +0.000848	 +0.008975	 +0.030682	 +0.067903
4672488	 +0.018178	 +0.017865	 +0.023671	 +0.000926	 +0.000801	 +0.000846	 +0.009008	 +0.030686	 +0.067922
4677573	 +0.018191	 +0.017865	 +0.023668	 +0.000924	 +0.000802	 +0.000846	 +0.009042	 +0.030689	 +0.067943
4682557	 +0.018169	 +0.017856	 +0.023660	 +0.000925	 +0.000803	 +0.000845	 +0.009077	 +0.030692	 +0.067963
4687551	 +0.018182	 +0.017850	 +0.023667	 +0.000925	 +0.000803	 +0.000843	 +0.009112	 +0.030694	 +0.067985
4692528	 +0.018127	 +0.017847	 +0.023708	 +0.000925	 +0.000802	 +0.000842	 +0.009133	 +0.030703	 +0.067989
4697469	 +0.018125	 +0.017845	 +0.023696	 +0.000925	 +0.000802	 +0.000843	 +0.009137	 +0.030719	 +0.067981
4702469	 +0.018124	 +0.017820	 +0.023695	 +0.000928	 +0.000802	 +0.000844	 +0.009143	 +0.030734	 +0.067974
4707469	 +0.018125	 +0.017828	 +0.023710	 +0.000929	 +0.000803	 +0.000845	 +0.009149	 +0.030750	 +0.067967
4712469	 +0.018155	 +0.017851	 +0.023703	 +0.000930	 +0.000802	 +0.000844	 +0.009157	 +0.030765	 +0.067961
4717469	 +0.018180	 +0.017839	 +0.023709	 +0.000931	 +0.000803	 +0.000844	 +0.009165	 +0.030779	 +0.067956
4722469	 +0.018188	 +0.017846	 +0.023711	 +0.000931	 +0.000803	 +0.000844	 +0.009175	 +0.030794	 +0.067952
4727469	 +0.018173	 +0.017846	 +0.023717	 +0.000931	 +0.000803	 +0.000843	 +0.009185	 +0.030808	 +0.067948
4732469	 +0.018157	 +0.017849	 +0.023720	 +0.000931	 +0.000803	 +0.000844	 +0.009196	 +0.030821	 +0.067945
4737469	 +0.018151	 +0.017854	 +0.023725	 +0.000932	 +0.000803	 +0.000844	 +0.009208	 +0.030835	 +0.067943
4742469	 +0.018147	 +0.017884	 +0.023722	 +0.000932	 +0.000803	 +0.000846	 +0.009222	 +0.030848	 +0.067942
4747469	 +0.018124	 +0.017906	 +0.023722	 +0.000932	 +0.000802	 +0.000845	 +0.009236	 +0.030861	 +0.067942
4752469	 +0.018126	 +0.017901	 +0.023720	 +0.000932	 +0.000801	 +0.000844	 +0.009251	 +0.030873	 +0.067942
4757469	 +0.018126	 +0.017900	 +0.023719	 +0.000933	 +0.000801	 +0.000844	 +0.009267	 +0.030885	 +0.067943
4762469	 +0.018131	 +0.017900	 +0.023719	 +0.000932	 +0.000801	 +0.000844	 +0.009283	 +0.030897	 +0.067945
4767469	 +0.018134	 +0.017878	 +0.023673	 +0.000932	 +0.000801	 +0.000844	 +0.009301	 +0.030908	 +0.067948
4772469	 +0.018148	 +0.017881	 +0.023651	 +0.000932	 +0.000801	 +0.000843	 +0.009320	 +0.030919	 +0.067951
4777469	 +0.018132	 +0.017829	 +0.023705	 +0.000932	 +0.000802	 +0.000843	 +0.009339	 +0.030930	 +0.067956
4782469	 +0.018131	 +0.017819	 +0.023705	 +0.000933	 +0.000802	 +0.000841	 +0.009360	 +0.030941	 +0.067961
4787462	 +0.018129	 +0.017815	 +0.023692	 +0.000933	 +0.000804	 +0.000840	 +0.009381	 +0.030951	 +0.067966
4792469	 +0.018132	 +0.017834	 +0.023712	 +0.000933	 +0.000805	 +0.000841	 +0.009403	 +0.030961	 +0.067973
4797469	 +0.018119	 +0.017838	 +0.023718	 +0.000934	 +0.000805	 +0.000841	 +0.009426	 +0.030970	 +0.067980
4802469	 +0.018122	 +0.017836	 +0.023737	 +0.000933	 +0.000805	 +0.000842	 +0.009450	 +0.030979	 +0.067989
4807469	 +0.018126	 +0.017837	 +0.023733	 +0.000932	 +0.000805	 +0.000842	 +0.009474	 +0.030988	 +0.067997
4807469	 +0.018126	 +0.017837	 +0.023733	 +0.000932	 +0.000805	 +0.000842	 +0.009474	 +0.030988	 +0.067997
4812469	 +0.018119	 +0.017852	 +0.023758	 +0.000932	 +0.000805	 +0.000842	 +0.009500	 +0.030997	 +0.068007
4817469	 +0.018123	 +0.017851	 +0.023722	 +0.000931	 +0.000804	 +0.000843	 +0.009526	 +0.031005	 +0.068017
4822469	 +0.018120	 +0.017853	 +0.023724	 +0.000931	 +0.000804	 +0.000844	 +0.009553	 +0.031013	 +0.068029
4827469	 +0.018121	 +0.017863	 +0.023716	 +0.000931	 +0.000803	 +0.000845	 +0.009580	 +0.031020	 +0.068041
4832469	 +0.018094	 +0.017866	 +0.023697	 +0.000933	 +0.000803	 +0.000845	 +0.009609	 +0.031028	 +0.068053
4837469	 +0.018121	 +0.017869	 +0.023691	 +0.000934	 +0.000803	 +0.000845	 +0.009638	 +0.031035	 +0.068067
4842469	 +0.018102	 +0.017869	 +0.023696	 +0.000934	 +0.000803	 +0.000845	 +0.009668	 +0.031041	 +0.068081
4847469	 +0.018114	 +0.017869	 +0.023696	 +0.000934	 +0.000805	 +0.000846	 +0.009699	 +0.031048	 +0.068096
4852469	 +0.018131	 +0.017871	 +0.023730	 +0.000934	 +0.000804	 +0.000845	 +0.009731	 +0.031054	 +0.068112
4857469	 +0.018132	 +0.017874	 +0.023729	 +0.000934	 +0.000804	 +0.000845	 +0.009763	 +0.031059	 +0.068128
4862469	 +0.018130	 +0.017872	 +0.023729	 +0.000934	 +0.000804	 +0.000846	 +0.009796	 +0.031065	 +0.068146
4867469	 +0.018131	 +0.017860	 +0.023755	 +0.000938	 +0.000804	 +0.000846	 +0.009830	 +0.031070	 +0.068164
4872486	 +0.018105	 +0.017862	 +0.023764	 +0.000938	 +0.000804	 +0.000846	 +0.009864	 +0.031075	 +0.068182
4877575	 +0.018110	 +0.017864	 +0.023750	 +0.000938	 +0.000803	 +0.000846	 +0.009899	 +0.031079	 +0.068202
4882553	 +0.018112	 +0.017861	 +0.023758	 +0.000939	 +0.000804	 +0.000846	 +0.009935	 +0.031083	 +0.068222
4887558	 +0.018128	 +0.017852	 +0.023775	 +0.000939	 +0.000803	 +0.000846	 +0.009971	 +0.031087	 +0.068243
4892540	 +0.018152	 +0.017835	 +0.023781	 +0.000940	 +0.000804	 +0.000846	 +0.009993	 +0.031097	 +0.068247
4897469	 +0.018155	 +0.017834	 +0.023798	 +0.000941	 +0.000804	 +0.000845	 +0.010000	 +0.031114	 +0.068239
4902469	 +0.018184	 +0.017894	 +0.023779	 +0.000940	 +0.000803	 +0.000846	 +0.010007	 +0.031131	 +0.068231
4907469	 +0.018177	 +0.017904	 +0.023769	 +0.000943	 +0.000803	 +0.000846	 +0.010014	 +0.031148	 +0.068224
4912469	 +0.018176	 +0.017904	 +0.023769	 +0.000943	 +0.000804	 +0.000847	 +0.010023	 +0.031164	 +0.068218
4917469	 +0.018174	 +0.017901	 +0.023784	 +0.000943	 +0.000804	 +0.000847	 +0.010033	 +0.031180	 +0.068212
4922469	 +0.018193	 +0.017868	 +0.023786	 +0.000943	 +0.000804	 +0.000847	 +0.010044	 +0.031196	 +0.068207
4927469	 +0.018188	 +0.017802	 +0.023792	 +0.000943	 +0.000805	 +0.000842	 +0.010055	 +0.031211	 +0.068203
4932469	 +0.018180	 +0.017781	 +0.023774	 +0.000944	 +0.000803	 +0.000842	 +0.010068	 +0.031226	 +0.068200
4937469	 +0.018181	 +0.017768	 +0.023756	 +0.000944	 +0.000802	 +0.000842	 +0.010081	 +0.031241	 +0.068197
4942469	 +0.018177	 +0.017767	 +0.023794	 +0.000943	 +0.000802	 +0.000841	 +0.010095	 +0.031255	 +0.068196
4947469	 +0.018187	 +0.017766	 +0.023788	 +0.000943	 +0.000801	 +0.000841	 +0.010110	 +0.031269	 +0.068195
4952469	 +0.018194	 +0.017756	 +0.023764	 +0.000945	 +0.000801	 +0.000841	 +0.010127	 +0.031283	 +0.068195
4957469	 +0.018194	 +0.017757	 +0.023762	 +0.000943	 +0.000798	 +0.000843	 +0.010143	 +0.031297	 +0.068195
4962469	 +0.018194	 +0.017761	 +0.023769	 +0.000943	 +0.000798	 +0.000843	 +0.010161	 +0.031310	 +0.068196
4967469	 +0.018196	 +0.017765	 +0.023764	 +0.000943	 +0.000797	 +0.000844	 +0.010180	 +0.031323	 +0.068199
4972469	 +0.018254	 +0.017751	 +0.023733	 +0.000943	 +0.000797	 +0.000843	 +0.010199	 +0.031335	 +0.068201
4977469	 +0.018290	 +0.017754	 +0.023737	 +0.000942	 +0.000797	 +0.000842	 +0.010220	 +0.031347	 +0.068205
4982469	 +0.018277	 +0.017737	 +0.023732	 +0.000942	 +0.000797	 +0.000843	 +0.010241	 +0.031359	 +0.068209
4987469	 +0.018262	 +0.017724	 +0.023717	 +0.000942	 +0.000797	 +0.000843	 +0.010263	 +0.031371	 +0.068214
4992469	 +0.018256	 +0.017725	 +0.023717	 +0.000941	 +0.000797	 +0.000843	 +0.010286	 +0.031382	 +0.068220
4997469	 +0.018258	 +0.017724	 +0.023722	 +0.000944	 +0.000797	 +0.000843	 +0.010309	 +0.031393	 +0.068227
5002469	 +0.018268	 +0.017725	 +0.023730	 +0.000944	 +0.000798	 +0.000843	 +0.010334	 +0.031403	 +0.068234
5007469	 +0.018274	 +0.017728	 +0.023745	 +0.000945	 +0.000799	 +0.000843	 +0.010359	 +0.031414	 +0.068243
5007469	 +0.018274	 +0.017728	 +0.023745	 +0.000945	 +0.000799	 +0.000843	 +0.010359	 +0.031414	 +0.068243
5012469	 +0.018274	 +0.017736	 +0.023746	 +0.000945	 +0.000798	 +0.000843	 +0.010385	 +0.031424	 +0.068252
5017469	 +0.018275	 +0.017736	 +0.023731	 +0.000944	 +0.000798	 +0.000842	 +0.010411	 +0.031433	 +0.068261
5022469	 +0.018273	 +0.017742	 +0.023732	 +0.000944	 +0.000799	 +0.000842	 +0.010439	 +0.031443	 +0.068272
5027469	 +0.018267	 +0.017747	 +0.023746	 +0.000944	 +0.000799	 +0.000842	 +0.010467	 +0.031452	 +0.068283
5032469	 +0.018227	 +0.017753	 +0.023753	 +0.000944	 +0.000798	 +0.000842	 +0.010496	 +0.031460	 +0.068295
5037469	 +0.018222	 +0.017753	 +0.023735	 +0.000944	 +0.000798	 +0.000842	 +0.010526	 +0.031469	 +0.068308
5042469	 +0.018228	 +0.017752	 +0.023759	 +0.000943	 +0.000798	 +0.000841	 +0.010556	 +0.031477	 +0.068322
5047469	 +0.018259	 +0.017797	 +0.023800	 +0.000943	 +0.000798	 +0.000841	 +0.010587	 +0.031485	 +0.068336
5052469	 +0.018279	 +0.017794	 +0.023807	 +0.000943	 +0.000797	 +0.000843	 +0.010619	 +0.031492	 +0.068351
5057469	 +0.018281	 +0.017796	 +0.023792	 +0.000943	 +0.000797	 +0.000842	 +0.010651	 +0.031499	 +0.068367
5062469	 +0.018283	 +0.017705	 +0.023786	 +0.000942	 +0.000797	 +0.000842	 +0.010684	 +0.031506	 +0.068383
5067469	 +0.018283	 +0.017665	 +0.023784	 +0.000943	 +0.000796	 +0.000843	 +0.010718	 +0.031513	 +0.068401
5072487	 +0.018285	 +0.017662	 +0.023749	 +0.000942	 +0.000797	 +0.000842	 +0.010753	 +0.031519	 +0.068419
5077557	 +0.018285	 +0.017662	 +0.023745	 +0.000942	 +0.000797	 +0.000842	 +0.010788	 +0.031525	 +0.068438
5082561	 +0.018291	 +0.017642	 +0.023745	 +0.000943	 +0.000798	 +0.000842	 +0.010824	 +0.031530	 +0.068457
5087562	 +0.018268	 +0.017640	 +0.023746	 +0.000943	 +0.000797	 +0.000842	 +0.010860	 +0.031536	 +0.068478
5092531	 +0.018235	 +0.017654	 +0.023749	 +0.000944	 +0.000797	 +0.000842	 +0.010883	 +0.031547	 +0.068481
5097469	 +0.018215	 +0.017653	 +0.023749	 +0.000944	 +0.000797	 +0.000844	 +0.010889	 +0.031566	 +0.068472
5102469	 +0.018205	 +0.017635	 +0.023751	 +0.000945	 +0.000799	 +0.000844	 +0.010897	 +0.031584	 +0.068463
5107469	 +0.018208	 +0.017636	 +0.023699	 +0.000948	 +0.000798	 +0.000845	 +0.010906	 +0.031602	 +0.068456
5112469	 +0.018199	 +0.017635	 +0.023722	 +0.000948	 +0.000799	 +0.000845	 +0.010915	 +0.031620	 +0.068449
5117469	 +0.018207	 +0.017635	 +0.023736	 +0.000948	 +0.000799	 +0.000845	 +0.010926	 +0.031638	 +0.068443
5122469	 +0.018206	 +0.017639	 +0.023735	 +0.000949	 +0.000799	 +0.000845	 +0.010937	 +0.031655	 +0.068437
5127469	 +0.018206	 +0.017636	 +0.023742	 +0.000948	 +0.000799	 +0.000845	 +0.010949	 +0.031672	 +0.068433
5132469	 +0.018191	 +0.017642	 +0.023758	 +0.000947	 +0.000799	 +0.000846	 +0.010962	 +0.031688	 +0.068429
5137469	 +0.018224	 +0.017643	 +0.023758	 +0.000946	 +0.000800	 +0.000846	 +0.010976	 +0.031704	 +0.068426
5142469	 +0.018210	 +0.017614	 +0.023772	 +0.000945	 +0.000802	 +0.000845	 +0.010990	 +0.031720	 +0.068423
5147469	 +0.018204	 +0.017621	 +0.023780	 +0.000945	 +0.000802	 +0.000846	 +0.011006	 +0.031736	 +0.068421
5152469	 +0.018177	 +0.017621	 +0.023780	 +0.000945	 +0.000801	 +0.000846	 +0.011022	 +0.031751	 +0.068421
5157469	 +0.018185	 +0.017635	 +0.023780	 +0.000945	 +0.000801	 +0.000847	 +0.011039	 +0.031766	 +0.068420
5162462	 +0.018211	 +0.017633	 +0.023769	 +0.000945	 +0.000802	 +0.000846	 +0.011057	 +0.031780	 +0.068421
5167469	 +0.018212	 +0.017623	 +0.023772	 +0.000945	 +0.000802	 +0.000848	 +0.011076	 +0.031795	 +0.068422
5172469	 +0.018219	 +0.017617	 +0.023768	 +0.000946	 +0.000803	 +0.000848	 +0.011095	 +0.031808	 +0.068425
5177469	 +0.018219	 +0.017607	 +0.023770	 +0.000946	 +0.000803	 +0.000848	 +0.011116	 +0.031822	 +0.068427
5182469	 +0.018219	 +0.017609	 +0.023815	 +0.000946	 +0.000804	 +0.000848	 +0.011137	 +0.031835	 +0.068431
5187469	 +0.018213	 +0.017610	 +0.023814	 +0.000945	 +0.000805	 +0.000848	 +0.011159	 +0.031848	 +0.068435
5192469	 +0.018221	 +0.017587	 +0.023812	 +0.000945	 +0.000804	 +0.000849	 +0.011181	 +0.031861	 +0.068440
5197469	 +0.018239	 +0.017589	 +0.023792	 +0.000945	 +0.000805	 +0.000848	 +0.011205	 +0.031873	 +0.068446
5202469	 +0.018239	 +0.017592	 +0.023795	 +0.000945	 +0.000805	 +0.000849	 +0.011229	 +0.031885	 +0.068453
5207469	 +0.018239	 +0.017593	 +0.023825	 +0.000945	 +0.000805	 +0.000849	 +0.011253	 +0.031897	 +0.068460
5207469	 +0.018239	 +0.017593	 +0.023825	 +0.000945	 +0.000805	 +0.000849	 +0.011253	 +0.031897	 +0.068460
5212469	 +0.018243	 +0.017601	 +0.023828	 +0.000945	 +0.000805	 +0.000850	 +0.011279	 +0.031908	 +0.068468
5217462	 +0.018248	 +0.017605	 +0.023805	 +0.000945	 +0.000804	 +0.000850	 +0.011305	 +0.031919	 +0.068477
5222469	 +0.018204	 +0.017606	 +0.023806	 +0.000945	 +0.000804	 +0.000849	 +0.011332	 +0.031930	 +0.068487
5227469	 +0.018204	 +0.017608	 +0.023802	 +0.000946	 +0.000803	 +0.000849	 +0.011360	 +0.031940	 +0.068497
5232469	 +0.018204	 +0.017600	 +0.023803	 +0.000946	 +0.000803	 +0.000849	 +0.011389	 +0.031950	 +0.068508
5237469	 +0.018204	 +0.017584	 +0.023814	 +0.000947	 +0.000804	 +0.000849	 +0.011418	 +0.031960	 +0.068520
5242469	 +0.018203	 +0.017585	 +0.023740	 +0.000946	 +0.000805	 +0.000846	 +0.011448	 +0.031969	 +0.068533
5247469	 +0.018129	 +0.017581	 +0.023740	 +0.000946	 +0.000805	 +0.000845	 +0.011478	 +0.031978	 +0.068546
5252462	 +0.018128	 +0.017586	 +0.023716	 +0.000947	 +0.000805	 +0.000846	 +0.011509	 +0.031987	 +0.068560
5257469	 +0.018129	 +0.017604	 +0.023719	 +0.000947	 +0.000805	 +0.000846	 +0.011541	 +0.031996	 +0.068575
5262469	 +0.018137	 +0.017569	 +0.023729	 +0.000947	 +0.000804	 +0.000846	 +0.011574	 +0.032004	 +0.068591
5267469	 +0.018135	 +0.017569	 +0.023709	 +0.000947	 +0.000801	 +0.000846	 +0.011607	 +0.032012	 +0.068607
5272475	 +0.018126	 +0.017573	 +0.023675	 +0.000947	 +0.000801	 +0.000846	 +0.011640	 +0.032019	 +0.068624
5277487	 +0.018130	 +0.017577	 +0.023651	 +0.000948	 +0.000802	 +0.000846	 +0.011675	 +0.032027	 +0.068642
5282562	 +0.018110	 +0.017566	 +0.023660	 +0.000948	 +0.000802	 +0.000846	 +0.011710	 +0.032033	 +0.068660
5287563	 +0.018109	 +0.017592	 +0.023638	 +0.000948	 +0.000802	 +0.000846	 +0.011746	 +0.032040	 +0.068679
5292535	 +0.018113	 +0.017576	 +0.023649	 +0.000948	 +0.000802	 +0.000846	 +0.011768	 +0.032052	 +0.068682
5297469	 +0.018099	 +0.017540	 +0.023666	 +0.000948	 +0.000802	 +0.000846	 +0.011776	 +0.032072	 +0.068673
5302469	 +0.018104	 +0.017526	 +0.023664	 +0.000948	 +0.000802	 +0.000846	 +0.011784	 +0.032092	 +0.068665
5307469	 +0.018104	 +0.017525	 +0.023649	 +0.000948	 +0.000803	 +0.000846	 +0.011793	 +0.032111	 +0.068657
5312469	 +0.018091	 +0.017532	 +0.023643	 +0.000949	 +0.000803	 +0.000846	 +0.011803	 +0.032130	 +0.068650
5317469	 +0.018094	 +0.017557	 +0.023610	 +0.000950	 +0.000803	 +0.000844	 +0.011814	 +0.032149	 +0.068643
5322469	 +0.018083	 +0.017532	 +0.023606	 +0.000950	 +0.000801	 +0.000845	 +0.011825	 +0.032167	 +0.068637
5327469	 +0.018064	 +0.017547	 +0.023606	 +0.000950	 +0.000801	 +0.000844	 +0.011837	 +0.032185	 +0.068633
5332469	 +0.018037	 +0.017558	 +0.023611	 +0.000949	 +0.000801	 +0.000841	 +0.011851	 +0.032202	 +0.068628
5337469	 +0.018039	 +0.017578	 +0.023605	 +0.000949	 +0.000801	 +0.000841	 +0.011865	 +0.032220	 +0.068625
5342469	 +0.018047	 +0.017579	 +0.023604	 +0.000949	 +0.000801	 +0.000842	 +0.011879	 +0.032237	 +0.068622
5347469	 +0.018040	 +0.017591	 +0.023597	 +0.000949	 +0.000801	 +0.000842	 +0.011895	 +0.032253	 +0.068620
5352469	 +0.018024	 +0.017591	 +0.023601	 +0.000949	 +0.000801	 +0.000841	 +0.011911	 +0.032270	 +0.068619
5357469	 +0.018016	 +0.017566	 +0.023600	 +0.000949	 +0.000801	 +0.000841	 +0.011928	 +0.032286	 +0.068619
5362469	 +0.018016	 +0.017576	 +0.023628	 +0.000949	 +0.000802	 +0.000841	 +0.011946	 +0.032301	 +0.068619
5367469	 +0.018015	 +0.017579	 +0.023664	 +0.000949	 +0.000802	 +0.000840	 +0.011964	 +0.032317	 +0.068620
5372469	 +0.018020	 +0.017562	 +0.023686	 +0.000951	 +0.000800	 +0.000839	 +0.011984	 +0.032331	 +0.068622
5377469	 +0.018020	 +0.017585	 +0.023668	 +0.000951	 +0.000800	 +0.000839	 +0.012004	 +0.032346	 +0.068625
5382469	 +0.018041	 +0.017555	 +0.023667	 +0.000953	 +0.000801	 +0.000838	 +0.012025	 +0.032360	 +0.068628
5387469	 +0.018038	 +0.017555	 +0.023661	 +0.000952	 +0.000800	 +0.000838	 +0.012046	 +0.032374	 +0.068632
5392469	 +0.018041	 +0.017599	 +0.023662	 +0.000952	 +0.000801	 +0.000838	 +0.012068	 +0.032388	 +0.068637
5397469	 +0.018047	 +0.017597	 +0.023660	 +0.000952	 +0.000801	 +0.000839	 +0.012091	 +0.032401	 +0.068642
5402462	 +0.018074	 +0.017575	 +0.023655	 +0.000952	 +0.000800	 +0.000838	 +0.012115	 +0.032414	 +0.068649
5407469	 +0.018075	 +0.017607	 +0.023648	 +0.000952	 +0.000801	 +0.000838	 +0.012139	 +0.032427	 +0.068656
5407469	 +0.018075	 +0.017607	 +0.023648	 +0.000952	 +0.000801	 +0.000838	 +0.012139	 +0.032427	 +0.068656
5412469	 +0.018073	 +0.017587	 +0.023635	 +0.000952	 +0.000801	 +0.000838	 +0.012164	 +0.032439	 +0.068663
5417469	 +0.018082	 +0.017564	 +0.023641	 +0.000950	 +0.000801	 +0.000839	 +0.012190	 +0.032451	 +0.068672
5422469	 +0.018095	 +0.017562	 +0.023636	 +0.000951	 +0.000801	 +0.000839	 +0.012217	 +0.032463	 +0.068681
5427469	 +0.018106	 +0.017564	 +0.023630	 +0.000950	 +0.000802	 +0.000839	 +0.012244	 +0.032474	 +0.068691
5432462	 +0.018118	 +0.017551	 +0.023631	 +0.000950	 +0.000803	 +0.000838	 +0.012272	 +0.032485	 +0.068702
5437469	 +0.018127	 +0.017549	 +0.023642	 +0.000952	 +0.000802	 +0.000838	 +0.012300	 +0.032496	 +0.068713
5442469	 +0.018129	 +0.017549	 +0.023669	 +0.000952	 +0.000802	 +0.000839	 +0.012329	 +0.032506	 +0.068725
5447469	 +0.018129	 +0.017582	 +0.023661	 +0.000952	 +0.000802	 +0.000838	 +0.012359	 +0.032516	 +0.068738
5452469	 +0.018131	 +0.017567	 +0.023631	 +0.000951	 +0.000802	 +0.000838	 +0.012389	 +0.032526	 +0.068752
5457469	 +0.018136	 +0.017571	 +0.023630	 +0.000952	 +0.000802	 +0.000838	 +0.012420	 +0.032535	 +0.068766
5462469	 +0.018141	 +0.017561	 +0.023628	 +0.000951	 +0.000802	 +0.000841	 +0.012452	 +0.032544	 +0.068781
5467469	 +0.018146	 +0.017597	 +0.023610	 +0.000951	 +0.000801	 +0.000840	 +0.012484	 +0.032553	 +0.068797
5472487	 +0.018134	 +0.017593	 +0.023598	 +0.000951	 +0.000801	 +0.000841	 +0.012517	 +0.032562	 +0.068814
5477523	 +0.018127	 +0.017607	 +0.023628	 +0.000952	 +0.000802	 +0.000839	 +0.012551	 +0.032570	 +0.068831
5482566	 +0.018153	 +0.017596	 +0.023628	 +0.000951	 +0.000802	 +0.000839	 +0.012585	 +0.032577	 +0.068849
5487582	 +0.018130	 +0.017487	 +0.023642	 +0.000953	 +0.000802	 +0.000839	 +0.012620	 +0.032585	 +0.068868
5492538	 +0.018137	 +0.017495	 +0.023614	 +0.000952	 +0.000802	 +0.000839	 +0.012642	 +0.032598	 +0.068870
5497469	 +0.018112	 +0.017502	 +0.023481	 +0.000953	 +0.000802	 +0.000839	 +0.012649	 +0.032619	 +0.068861
5502462	 +0.018075	 +0.017510	 +0.023498	 +0.000953	 +0.000801	 +0.000839	 +0.012658	 +0.032639	 +0.068852
5507469	 +0.018097	 +0.017492	 +0.023495	 +0.000951	 +0.000802	 +0.000839	 +0.012667	 +0.032659	 +0.068844
5512469	 +0.018097	 +0.017493	 +0.023494	 +0.000951	 +0.000801	 +0.000839	 +0.012677	 +0.032679	 +0.068837
5517469	 +0.018089	 +0.017448	 +0.023500	 +0.000951	 +0.000800	 +0.000838	 +0.012687	 +0.032699	 +0.068830
5522469	 +0.018065	 +0.017445	 +0.023500	 +0.000948	 +0.000800	 +0.000838	 +0.012698	 +0.032718	 +0.068824
5527469	 +0.018070	 +0.017443	 +0.023448	 +0.000948	 +0.000799	 +0.000839	 +0.012710	 +0.032737	 +0.068819
5532469	 +0.018050	 +0.017438	 +0.023413	 +0.000948	 +0.000801	 +0.000838	 +0.012723	 +0.032756	 +0.068814
5537469	 +0.018054	 +0.017436	 +0.023399	 +0.000948	 +0.000801	 +0.000837	 +0.012737	 +0.032774	 +0.068811
