Timestamp [us]	AccX [m/s²]	AccY [m/s²]	AccZ [m/s²]	OmgX [rad/s]	OmgY [rad/s]	OmgZ [rad/s]	NRpyX [rad]	NRpyY [rad]	NRpyZ [rad]	Vx [m/s]	Vy [m/s]	Vz [m/s]
4542469	 +2.533468	 -5.904636	 -7.584393	 -0.006081	 +0.001861	 +0.000204	 -0.143997	 +0.691720	 -1.851839	 -86.253627	 +24.324833	 +22.612818
4547469	 +2.551858	 -5.902002	 -7.565496	 -0.005863	 +0.001103	 +0.000005	 -0.144247	 +0.691689	 -1.852275	 -86.282486	 +24.346702	 +22.630938
4552469	 +2.554487	 -5.902506	 -7.554846	 -0.006063	 +0.002079	 +0.001086	 -0.144493	 +0.691663	 -1.852705	 -86.311353	 +24.368535	 +22.649097
4557469	 +2.557620	 -5.919233	 -7.594750	 -0.006917	 +0.002510	 +0.000139	 -0.144748	 +0.691638	 -1.853142	 -86.340297	 +24.390510	 +22.667109
4562469	 +2.544684	 -5.919260	 -7.570772	 -0.007418	 +0.003267	 +0.000311	 -0.145006	 +0.691617	 -1.853578	 -86.369231	 +24.412464	 +22.685259
4567462	 +2.553399	 -5.931410	 -7.533812	 -0.007057	 +0.002988	 +0.000252	 -0.145261	 +0.691595	 -1.854014	 -86.398238	 +24.434288	 +22.703535
4572469	 +2.552671	 -5.903766	 -7.547038	 -0.006503	 +0.002603	 +0.000922	 -0.145511	 +0.691571	 -1.854446	 -86.427106	 +24.456139	 +22.721755
4577469	 +2.551453	 -5.916253	 -7.566625	 -0.006892	 +0.003481	 +0.000137	 -0.145766	 +0.691551	 -1.854884	 -86.456033	 +24.478080	 +22.739918
4582469	 +2.546609	 -5.901263	 -7.593414	 -0.007229	 +0.002148	 -0.000856	 -0.146027	 +0.691523	 -1.855326	 -86.484876	 +24.500118	 +22.757991
4587469	 +2.546586	 -5.890794	 -7.569820	 -0.006424	 +0.001737	 -0.001117	 -0.146284	 +0.691493	 -1.855770	 -86.513675	 +24.522081	 +22.776155
4592469	 +2.545450	 -5.899838	 -7.594607	 -0.004825	 +0.002742	 +0.000366	 -0.146527	 +0.691469	 -1.856205	 -86.542511	 +24.544145	 +22.794239
4597469	 +2.558206	 -5.931068	 -7.575182	 -0.006342	 +0.000982	 +0.000852	 -0.146776	 +0.691437	 -1.856636	 -86.571517	 +24.566137	 +22.812381
4602469	 +2.534078	 -5.911802	 -7.596553	 -0.005815	 +0.002528	 -0.001251	 -0.147031	 +0.691411	 -1.857081	 -86.600396	 +24.588278	 +22.830513
4607469	 +2.541961	 -5.922582	 -7.555068	 -0.006498	 +0.002237	 -0.001050	 -0.147288	 +0.691383	 -1.857525	 -86.629343	 +24.610275	 +22.848791
4607469	 +2.541961	 -5.922582	 -7.555068	 -0.006498	 +0.002237	 -0.001050	 -0.147288	 +0.691383	 -1.857525	 -86.629343	 +24.610275	 +22.848791
4612469	 +2.543458	 -5.920458	 -7.554392	 -0.006348	 +0.002020	 -0.000942	 -0.147544	 +0.691354	 -1.857968	 -86.658284	 +24.632271	 +22.867071
4617469	 +2.541609	 -5.910957	 -7.543723	 -0.006489	 +0.002414	 -0.000211	 -0.147798	 +0.691328	 -1.858407	 -86.687176	 +24.654239	 +22.885399
4622469	 +2.538971	 -5.930734	 -7.577137	 -0.006016	 +0.001971	 -0.000054	 -0.148049	 +0.691299	 -1.858844	 -86.716156	 +24.676354	 +22.903626
4627469	 +2.532738	 -5.909983	 -7.575073	 -0.007362	 +0.002930	 +0.000288	 -0.148305	 +0.691275	 -1.859280	 -86.745029	 +24.698474	 +22.921874
4632469	 +2.521138	 -5.901998	 -7.557607	 -0.007263	 +0.003330	 +0.000669	 -0.148560	 +0.691254	 -1.859714	 -86.773853	 +24.720582	 +22.940228
4637469	 +2.532179	 -5.907980	 -7.556827	 -0.007374	 +0.003960	 +0.000178	 -0.148818	 +0.691235	 -1.860151	 -86.802717	 +24.742661	 +22.958559
4642469	 +2.526675	 -5.901219	 -7.586368	 -0.006613	 +0.002682	 +0.000825	 -0.149068	 +0.691210	 -1.860583	 -86.831539	 +24.764858	 +22.976797
4647469	 +2.519525	 -5.900315	 -7.597779	 -0.006518	 +0.002469	 -0.000067	 -0.149322	 +0.691184	 -1.861021	 -86.860345	 +24.787126	 +22.995021
4652469	 +2.539710	 -5.915881	 -7.601456	 -0.005201	 +0.002356	 +0.000320	 -0.149567	 +0.691157	 -1.861456	 -86.889252	 +24.809355	 +23.013182
4657469	 +2.565018	 -5.910101	 -7.571921	 -0.005786	 +0.003050	 +0.000576	 -0.149815	 +0.691134	 -1.861890	 -86.918159	 +24.831399	 +23.031378
4662469	 +2.552634	 -5.918575	 -7.560406	 -0.006346	 +0.002103	 -0.000064	 -0.150067	 +0.691105	 -1.862327	 -86.947096	 +24.853468	 +23.049669
4667469	 +2.559748	 -5.919037	 -7.590509	 -0.006533	 +0.001841	 +0.000162	 -0.150319	 +0.691075	 -1.862762	 -86.976039	 +24.875617	 +23.067828
4672488	 +2.523614	 -5.911821	 -7.584218	 -0.005639	 +0.002473	 -0.000089	 -0.150568	 +0.691048	 -1.863200	 -87.004909	 +24.897881	 +23.086128
4677573	 +2.521124	 -5.916177	 -7.578762	 -0.006464	 +0.003146	 -0.000107	 -0.150822	 +0.691024	 -1.863639	 -87.033797	 +24.920150	 +23.104467
4682557	 +2.537883	 -5.903109	 -7.577223	 -0.005233	 +0.003447	 +0.000027	 -0.151069	 +0.691002	 -1.864076	 -87.062641	 +24.942349	 +23.122756
4687551	 +2.525640	 -5.921701	 -7.589507	 -0.005735	 +0.002684	 +0.000566	 -0.151316	 +0.690977	 -1.864510	 -87.091557	 +24.964660	 +23.141055
4692528	 +2.532014	 -5.913857	 -7.612038	 -0.006161	 +0.002716	 +0.000696	 -0.151564	 +0.690951	 -1.864943	 -87.120438	 +24.987022	 +23.159248
4697469	 +2.553321	 -5.912506	 -7.589933	 -0.005808	 +0.001854	 -0.000885	 -0.146649	 +0.687646	 -1.859620	 -87.004143	 +24.477737	 +22.733975
4702469	 +2.548581	 -5.907961	 -7.589339	 -0.008166	 +0.002542	 -0.001140	 -0.145665	 +0.686829	 -1.858672	 -86.997927	 +24.371440	 +22.644954
4707469	 +2.550052	 -5.923796	 -7.599372	 -0.007905	 +0.001440	 +0.000551	 -0.145619	 +0.686608	 -1.858767	 -87.018372	 +24.362492	 +22.637088
4712469	 +2.520070	 -5.891706	 -7.580179	 -0.007431	 +0.002446	 +0.000713	 -0.145798	 +0.686537	 -1.859117	 -87.045051	 +24.377064	 +22.648981
4717469	 +2.564424	 -5.917115	 -7.558669	 -0.005356	 +0.002845	 -0.000501	 -0.146028	 +0.686502	 -1.859536	 -87.073455	 +24.397108	 +22.665570
4722469	 +2.566365	 -5.924432	 -7.560766	 -0.006692	 +0.001920	 -0.000426	 -0.146276	 +0.686471	 -1.859969	 -87.102270	 +24.418538	 +22.683297
4727469	 +2.554794	 -5.922709	 -7.558750	 -0.006289	 +0.002719	 +0.000316	 -0.146524	 +0.686446	 -1.860402	 -87.131156	 +24.440342	 +22.701350
4732469	 +2.545998	 -5.905380	 -7.581767	 -0.006337	 +0.001711	 -0.000834	 -0.146776	 +0.686415	 -1.860842	 -87.159966	 +24.462325	 +22.719406
4737469	 +2.553661	 -5.899368	 -7.591771	 -0.005159	 +0.002474	 +0.000578	 -0.147017	 +0.686390	 -1.861273	 -87.188757	 +24.484333	 +22.737417
4742469	 +2.550756	 -5.933143	 -7.572957	 -0.005313	 +0.002014	 -0.000956	 -0.147265	 +0.686361	 -1.861714	 -87.217718	 +24.506339	 +22.755540
4747469	 +2.547134	 -5.938856	 -7.558720	 -0.006342	 +0.002308	 -0.000738	 -0.147518	 +0.686334	 -1.862154	 -87.246702	 +24.528328	 +22.773739
4752469	 +2.552240	 -5.916391	 -7.575198	 -0.006192	 +0.001630	 -0.000243	 -0.147767	 +0.686304	 -1.862591	 -87.275582	 +24.550338	 +22.791851
4757469	 +2.542609	 -5.925170	 -7.580353	 -0.005585	 +0.002249	 +0.000641	 -0.148010	 +0.686277	 -1.863022	 -87.304489	 +24.572418	 +22.809987
4762469	 +2.566834	 -5.919863	 -7.578720	 -0.005384	 +0.002232	 +0.000189	 -0.148254	 +0.686249	 -1.863456	 -87.333396	 +24.594407	 +22.828054
4767469	 +2.537439	 -5.923103	 -7.572708	 -0.005820	 +0.002827	 +0.000825	 -0.148498	 +0.686225	 -1.863886	 -87.362287	 +24.616498	 +22.846245
4772469	 +2.524324	 -5.903792	 -7.585806	 -0.005863	 +0.002530	 -0.000108	 -0.148745	 +0.686199	 -1.864322	 -87.391069	 +24.638670	 +22.864423
4777469	 +2.542906	 -5.911185	 -7.535693	 -0.005636	 +0.003553	 -0.000456	 -0.148993	 +0.686178	 -1.864761	 -87.419917	 +24.660628	 +22.882744
4782469	 +2.554093	 -5.906499	 -7.569012	 -0.004514	 +0.003204	 -0.000199	 -0.149235	 +0.686155	 -1.865199	 -87.448747	 +24.682657	 +22.900906
4787462	 +2.555860	 -5.913572	 -7.555522	 -0.006398	 +0.003559	 -0.000316	 -0.149487	 +0.686133	 -1.865637	 -87.477619	 +24.704652	 +22.919124
4792469	 +2.558061	 -5.932248	 -7.593288	 -0.006474	 +0.003567	 -0.001030	 -0.149742	 +0.686111	 -1.866080	 -87.506576	 +24.726787	 +22.937208
4797469	 +2.545083	 -5.927521	 -7.592648	 -0.007163	 +0.003044	 -0.000131	 -0.149996	 +0.686087	 -1.866517	 -87.535495	 +24.748973	 +22.955340
4802469	 +2.552896	 -5.912282	 -7.553449	 -0.006456	 +0.003116	 +0.001194	 -0.150241	 +0.686064	 -1.866945	 -87.564354	 +24.770998	 +22.973594
4807469	 +2.529963	 -5.914172	 -7.575780	 -0.006273	 +0.002764	 -0.000018	 -0.150491	 +0.686039	 -1.867380	 -87.593192	 +24.793191	 +22.991842
4807469	 +2.529963	 -5.914172	 -7.575780	 -0.006273	 +0.002764	 -0.000018	 -0.150491	 +0.686039	 -1.867380	 -87.593192	 +24.793191	 +22.991842
4812469	 +2.552795	 -5.889139	 -7.547447	 -0.005994	 +0.002656	 -0.000634	 -0.150741	 +0.686012	 -1.867820	 -87.621938	 +24.815192	 +23.010118
4817469	 +2.538006	 -5.907760	 -7.560508	 -0.005920	 +0.002044	 +0.000930	 -0.150984	 +0.685983	 -1.868248	 -87.650755	 +24.837318	 +23.028408
4822469	 +2.540341	 -5.924469	 -7.562235	 -0.005482	 +0.002426	 +0.001427	 -0.151223	 +0.685957	 -1.868675	 -87.679658	 +24.859465	 +23.046699
4827469	 +2.547364	 -5.928501	 -7.585930	 -0.006338	 +0.002512	 +0.000986	 -0.151469	 +0.685931	 -1.869104	 -87.708582	 +24.881675	 +23.064886
4832469	 +2.546717	 -5.894481	 -7.579231	 -0.007612	 +0.002054	 +0.000196	 -0.151723	 +0.685901	 -1.869537	 -87.737343	 +24.903841	 +23.083087
4837469	 +2.569180	 -5.895848	 -7.579508	 -0.007522	 +0.001805	 -0.001022	 -0.151982	 +0.685870	 -1.869978	 -87.766134	 +24.925935	 +23.101223
4842469	 +2.536371	 -5.889642	 -7.564321	 -0.007526	 +0.001592	 +0.000216	 -0.152236	 +0.685838	 -1.870411	 -87.794864	 +24.948105	 +23.119524
4847469	 +2.522697	 -5.904677	 -7.580787	 -0.006556	 +0.000847	 +0.000814	 -0.152482	 +0.685803	 -1.870839	 -87.823647	 +24.970402	 +23.137820
4852469	 +2.563660	 -5.915531	 -7.537369	 -0.005785	 +0.001784	 +0.000391	 -0.152726	 +0.685772	 -1.871271	 -87.852537	 +24.992427	 +23.156165
4857469	 +2.532083	 -5.896264	 -7.565445	 -0.005801	 +0.001662	 +0.000092	 -0.152971	 +0.685740	 -1.871705	 -87.881290	 +25.014648	 +23.174497
4862469	 +2.539063	 -5.899742	 -7.581595	 -0.005677	 +0.002090	 -0.000748	 -0.153220	 +0.685710	 -1.872144	 -87.910062	 +25.036907	 +23.192753
4867469	 +2.536868	 -5.894734	 -7.549067	 -0.008140	 +0.001882	 -0.000826	 -0.153481	 +0.685678	 -1.872584	 -87.938815	 +25.059075	 +23.211145
4872486	 +2.546246	 -5.912932	 -7.552505	 -0.007311	 +0.002774	 +0.000178	 -0.153734	 +0.685652	 -1.873018	 -87.967668	 +25.081247	 +23.229510
4877575	 +2.534896	 -5.904492	 -7.567860	 -0.007046	 +0.002833	 +0.000402	 -0.153986	 +0.685626	 -1.873450	 -87.996464	 +25.103509	 +23.247854
4882553	 +2.535883	 -5.910381	 -7.557488	 -0.005455	 +0.003309	 +0.000432	 -0.154229	 +0.685602	 -1.873884	 -88.025293	 +25.125750	 +23.266243
4887558	 +2.564094	 -5.923872	 -7.594583	 -0.005215	 +0.002871	 +0.000278	 -0.154471	 +0.685576	 -1.874317	 -88.054211	 +25.148029	 +23.284416
4892540	 +2.572236	 -5.902620	 -7.593401	 -0.007260	 +0.002670	 +0.000126	 -0.154724	 +0.685549	 -1.874751	 -88.083034	 +25.170261	 +23.302562
4897469	 +2.543487	 -5.913552	 -7.555333	 -0.005644	 +0.002137	 -0.000116	 -0.149754	 +0.682209	 -1.869433	 -87.966025	 +24.657184	 +22.872729
4902469	 +2.570445	 -5.876304	 -7.568685	 -0.005797	 +0.001979	 +0.000612	 -0.148736	 +0.681382	 -1.868473	 -87.959469	 +24.549877	 +22.782567
4907469	 +2.567038	 -5.917157	 -7.578846	 -0.004049	 +0.002020	 -0.000263	 -0.148668	 +0.681160	 -1.868573	 -87.979814	 +24.540661	 +22.774458
4912469	 +2.563241	 -5.908598	 -7.572123	 -0.005431	 +0.001321	 +0.000960	 -0.148832	 +0.681082	 -1.868918	 -88.006562	 +24.555099	 +22.786200
4917469	 +2.559034	 -5.895036	 -7.550945	 -0.006528	 +0.002446	 +0.000349	 -0.149061	 +0.681044	 -1.869330	 -88.034797	 +24.575193	 +22.802818
4922469	 +2.570429	 -5.912544	 -7.578788	 -0.006198	 +0.002269	 +0.000663	 -0.149299	 +0.681014	 -1.869754	 -88.063502	 +24.596739	 +22.820464
4927469	 +2.555834	 -5.924829	 -7.561924	 -0.005593	 +0.001424	 +0.000175	 -0.149540	 +0.680981	 -1.870184	 -88.092344	 +24.618641	 +22.838512
4932469	 +2.565321	 -5.924186	 -7.568902	 -0.006942	 +0.002614	 +0.000927	 -0.149785	 +0.680956	 -1.870611	 -88.121212	 +24.640618	 +22.856577
4937469	 +2.540361	 -5.940777	 -7.589678	 -0.006833	 +0.001989	 -0.000343	 -0.150035	 +0.680926	 -1.871046	 -88.150134	 +24.662799	 +22.874674
4942469	 +2.537645	 -5.921284	 -7.545338	 -0.006826	 +0.002162	 -0.000186	 -0.150284	 +0.680897	 -1.871480	 -88.178970	 +24.684842	 +22.892949
4947469	 +2.529123	 -5.910144	 -7.590043	 -0.006251	 +0.001979	 -0.000594	 -0.150532	 +0.680868	 -1.871917	 -88.207733	 +24.707059	 +22.911078
4952469	 +2.554136	 -5.913373	 -7.573710	 -0.007712	 +0.001801	 +0.000399	 -0.150784	 +0.680837	 -1.872347	 -88.236542	 +24.729142	 +22.929200
4957469	 +2.545849	 -5.902072	 -7.576727	 -0.006689	 +0.001293	 +0.001645	 -0.151024	 +0.680805	 -1.872769	 -88.265287	 +24.751263	 +22.947337
4962469	 +2.545753	 -5.919823	 -7.596951	 -0.006759	 +0.002514	 +0.000412	 -0.151271	 +0.680779	 -1.873199	 -88.294115	 +24.773476	 +22.965411
4967469	 +2.537779	 -5.927822	 -7.585596	 -0.006621	 +0.001767	 +0.001326	 -0.151513	 +0.680749	 -1.873623	 -88.322975	 +24.795699	 +22.983567
4972469	 +2.508382	 -5.902810	 -7.594189	 -0.006347	 +0.002809	 +0.000051	 -0.151759	 +0.680723	 -1.874057	 -88.351674	 +24.818041	 +23.001773
4977469	 +2.564340	 -5.900392	 -7.568707	 -0.006388	 +0.002830	 -0.000636	 -0.152009	 +0.680697	 -1.874494	 -88.380433	 +24.840102	 +23.019905
4982469	 +2.551592	 -5.890282	 -7.556352	 -0.006111	 +0.001850	 -0.000821	 -0.152257	 +0.680665	 -1.874932	 -88.409131	 +24.862170	 +23.038125
4987469	 +2.548601	 -5.905051	 -7.570257	 -0.005978	 +0.002249	 -0.000466	 -0.152503	 +0.680636	 -1.875368	 -88.437896	 +24.884317	 +23.056315
4992469	 +2.529987	 -5.905535	 -7.580144	 -0.005858	 +0.001905	 +0.000427	 -0.152745	 +0.680606	 -1.875798	 -88.466636	 +24.906574	 +23.074533
4997469	 +2.535041	 -5.918860	 -7.589709	 -0.004275	 +0.001400	 -0.000128	 -0.152980	 +0.680572	 -1.876231	 -88.495445	 +24.928865	 +23.092713
5002469	 +2.519834	 -5.919737	 -7.593169	 -0.005552	 +0.002569	 -0.000681	 -0.153225	 +0.680544	 -1.876668	 -88.524243	 +24.951233	 +23.110932
5007469	 +2.527847	 -5.904713	 -7.556322	 -0.007102	 +0.003532	 -0.000792	 -0.153479	 +0.680521	 -1.877107	 -88.552979	 +24.973447	 +23.129266
5007469	 +2.527847	 -5.904713	 -7.556322	 -0.007102	 +0.003532	 -0.000792	 -0.153479	 +0.680521	 -1.877107	 -88.552979	 +24.973447	 +23.129266
5012469	 +2.543644	 -5.925582	 -7.575516	 -0.005781	 +0.002166	 -0.000074	 -0.153722	 +0.680491	 -1.877541	 -88.581834	 +24.995695	 +23.147495
5017469	 +2.540381	 -5.912251	 -7.597815	 -0.005809	 +0.001988	 +0.000219	 -0.153965	 +0.680461	 -1.877972	 -88.610613	 +25.018022	 +23.165647
5022469	 +2.538876	 -5.900730	 -7.586135	 -0.006839	 +0.002950	 +0.000593	 -0.154211	 +0.680435	 -1.878401	 -88.639339	 +25.040315	 +23.183847
5027469	 +2.527509	 -5.897732	 -7.600062	 -0.005617	 +0.001601	 -0.000001	 -0.154453	 +0.680402	 -1.878833	 -88.668036	 +25.062699	 +23.202034
5032469	 +2.536215	 -5.896462	 -7.564872	 -0.005391	 +0.002156	 +0.000356	 -0.154693	 +0.680373	 -1.879264	 -88.696742	 +25.084946	 +23.220333
5037469	 +2.546330	 -5.914640	 -7.571890	 -0.004998	 +0.002513	 +0.000586	 -0.154930	 +0.680345	 -1.879693	 -88.725543	 +25.107206	 +23.238592
5042469	 +2.532692	 -5.915777	 -7.599787	 -0.005722	 +0.002171	 +0.000499	 -0.155170	 +0.680315	 -1.880122	 -88.754327	 +25.129616	 +23.256793
5047469	 +2.567644	 -5.943129	 -7.547503	 -0.006700	 +0.002466	 +0.000520	 -0.155416	 +0.680287	 -1.880552	 -88.783297	 +25.151767	 +23.275108
5052469	 +2.527035	 -5.919841	 -7.553998	 -0.006834	 +0.002198	 -0.000884	 -0.155668	 +0.680256	 -1.880990	 -88.812104	 +25.174073	 +23.293516
5057469	 +2.548029	 -5.907253	 -7.574295	 -0.006053	 +0.002210	 -0.000055	 -0.155912	 +0.680225	 -1.881423	 -88.840872	 +25.196362	 +23.311779
5062469	 +2.538001	 -5.922942	 -7.570628	 -0.006738	 +0.001282	 +0.000065	 -0.156159	 +0.680191	 -1.881854	 -88.869705	 +25.218702	 +23.330104
5067469	 +2.546816	 -5.925945	 -7.581392	 -0.006746	 +0.001787	 -0.000612	 -0.156409	 +0.680158	 -1.882290	 -88.898560	 +25.241055	 +23.348368
5072487	 +2.552594	 -5.914336	 -7.564342	 -0.006307	 +0.000977	 -0.000031	 -0.156654	 +0.680121	 -1.882722	 -88.927369	 +25.263330	 +23.366679
5077557	 +2.544433	 -5.908798	 -7.573015	 -0.006234	 +0.001884	 +0.000432	 -0.156897	 +0.680089	 -1.883151	 -88.956137	 +25.285665	 +23.384983
5082561	 +2.532226	 -5.901339	 -7.583664	 -0.004903	 +0.001233	 -0.000366	 -0.157136	 +0.680054	 -1.883585	 -88.984855	 +25.308081	 +23.403288
5087562	 +2.520235	 -5.908377	 -7.571201	 -0.006409	 +0.001383	 -0.000653	 -0.157384	 +0.680018	 -1.884021	 -89.013595	 +25.330518	 +23.421689
5092531	 +2.549811	 -5.927433	 -7.589178	 -0.005062	 +0.002148	 +0.000016	 -0.157623	 +0.679987	 -1.884453	 -89.042456	 +25.352931	 +23.439944
5097469	 +2.561592	 -5.904935	 -7.574624	 -0.006800	 +0.002437	 +0.001512	 -0.152603	 +0.676615	 -1.879136	 -88.924791	 +24.836147	 +23.005345
5102469	 +2.532480	 -5.899006	 -7.544932	 -0.007621	 +0.003519	 +0.000785	 -0.151580	 +0.675786	 -1.878178	 -88.918111	 +24.728101	 +22.914295
5107469	 +2.531231	 -5.903356	 -7.556353	 -0.004743	 +0.002352	 +0.001411	 -0.151503	 +0.675564	 -1.878266	 -88.938259	 +24.718796	 +22.906113
5112469	 +2.531950	 -5.911183	 -7.601760	 -0.006753	 +0.003047	 +0.000235	 -0.151674	 +0.675492	 -1.878615	 -88.964906	 +24.733478	 +22.917781
5117469	 +2.520805	 -5.911810	 -7.608148	 -0.007026	 +0.003432	 -0.000309	 -0.151904	 +0.675458	 -1.879030	 -88.993106	 +24.753986	 +22.934299
5122469	 +2.548540	 -5.922796	 -7.582036	 -0.006998	 +0.001975	 +0.000708	 -0.152143	 +0.675425	 -1.879451	 -89.021780	 +24.775716	 +22.952010
5127469	 +2.539105	 -5.919121	 -7.592428	 -0.006486	 +0.001793	 +0.001094	 -0.152382	 +0.675394	 -1.879874	 -89.050509	 +24.797854	 +22.969996
5132469	 +2.555046	 -5.923505	 -7.600051	 -0.006687	 +0.002656	 +0.001065	 -0.152622	 +0.675368	 -1.880298	 -89.079299	 +24.820052	 +22.987980
5137469	 +2.573775	 -5.908558	 -7.590262	 -0.006545	 +0.003104	 -0.000354	 -0.152868	 +0.675343	 -1.880732	 -89.108045	 +24.842163	 +23.005956
5142469	 +2.538375	 -5.931165	 -7.602991	 -0.006045	 +0.001047	 -0.000232	 -0.153110	 +0.675308	 -1.881163	 -89.136856	 +24.864483	 +23.024019
5147469	 +2.526124	 -5.928834	 -7.596455	 -0.005713	 +0.002086	 -0.000685	 -0.153352	 +0.675277	 -1.881598	 -89.165642	 +24.886836	 +23.042149
5152469	 +2.526796	 -5.914891	 -7.574925	 -0.005753	 +0.002315	 -0.000573	 -0.153595	 +0.675248	 -1.882033	 -89.194370	 +24.909112	 +23.060358
5157469	 +2.527248	 -5.894510	 -7.568514	 -0.006668	 +0.001910	 +0.000805	 -0.153836	 +0.675217	 -1.882459	 -89.222997	 +24.931353	 +23.078585
5162462	 +2.566745	 -5.905221	 -7.569338	 -0.006589	 +0.003054	 +0.000371	 -0.154079	 +0.675192	 -1.882888	 -89.251727	 +24.953470	 +23.096697
5167469	 +2.556262	 -5.917690	 -7.585804	 -0.006122	 +0.001977	 +0.001697	 -0.154314	 +0.675162	 -1.883308	 -89.280499	 +24.975702	 +23.114794
5172469	 +2.528859	 -5.899598	 -7.586064	 -0.005237	 +0.003120	 -0.000243	 -0.154553	 +0.675137	 -1.883741	 -89.309148	 +24.998025	 +23.132970
5177469	 +2.554723	 -5.907265	 -7.583698	 -0.005361	 +0.002320	 -0.000246	 -0.154792	 +0.675107	 -1.884173	 -89.337867	 +25.020262	 +23.151085
5182469	 +2.546391	 -5.922183	 -7.614235	 -0.005673	 +0.001230	 +0.000077	 -0.155031	 +0.675072	 -1.884603	 -89.366642	 +25.042651	 +23.169122
5187469	 +2.547237	 -5.917510	 -7.618769	 -0.005483	 +0.001297	 +0.000316	 -0.155267	 +0.675038	 -1.885030	 -89.395390	 +25.065056	 +23.187143
5192469	 +2.522766	 -5.914721	 -7.595466	 -0.006783	 +0.001484	 -0.000530	 -0.155514	 +0.675004	 -1.885464	 -89.424103	 +25.087483	 +23.205334
5197469	 +2.519788	 -5.905389	 -7.565953	 -0.005787	 +0.001423	 +0.000130	 -0.155753	 +0.674970	 -1.885893	 -89.452773	 +25.109827	 +23.223649
5202469	 +2.527189	 -5.918545	 -7.559162	 -0.005829	 +0.001625	 +0.001215	 -0.155988	 +0.674938	 -1.886315	 -89.481519	 +25.132146	 +23.241981
5207469	 +2.539203	 -5.916949	 -7.539772	 -0.005520	 +0.001635	 +0.001074	 -0.156222	 +0.674905	 -1.886739	 -89.510272	 +25.154364	 +23.260354
5207469	 +2.539203	 -5.916949	 -7.539772	 -0.005520	 +0.001635	 +0.001074	 -0.156222	 +0.674905	 -1.886739	 -89.510272	 +25.154364	 +23.260354
5212469	 +2.557395	 -5.925423	 -7.557527	 -0.005754	 +0.001830	 +0.001341	 -0.156456	 +0.674874	 -1.887160	 -89.539085	 +25.176590	 +23.278614
5217462	 +2.568981	 -5.923833	 -7.578533	 -0.005377	 +0.002486	 -0.000410	 -0.156696	 +0.674844	 -1.887594	 -89.567900	 +25.198846	 +23.296761
5222469	 +2.559810	 -5.923550	 -7.568378	 -0.005137	 +0.002226	 -0.000005	 -0.156933	 +0.674814	 -1.888025	 -89.596704	 +25.221113	 +23.314982
5227469	 +2.555619	 -5.925438	 -7.600215	 -0.006591	 +0.002265	 -0.000063	 -0.157177	 +0.674783	 -1.888456	 -89.625506	 +25.243507	 +23.333100
5232469	 +2.549821	 -5.904247	 -7.589309	 -0.007186	 +0.003038	 +0.000687	 -0.157421	 +0.674757	 -1.888883	 -89.654197	 +25.265875	 +23.351272
5237469	 +2.542362	 -5.919635	 -7.596316	 -0.005756	 +0.001424	 -0.000062	 -0.157661	 +0.674722	 -1.889313	 -89.682954	 +25.288318	 +23.369456
5242469	 +2.537245	 -5.925582	 -7.609306	 -0.005349	 +0.002618	 -0.000002	 -0.157899	 +0.674693	 -1.889744	 -89.711727	 +25.310837	 +23.387616
5247469	 +2.534469	 -5.900397	 -7.581697	 -0.005539	 +0.002043	 +0.000399	 -0.158136	 +0.674662	 -1.890172	 -89.740383	 +25.333259	 +23.405881
5252462	 +2.546248	 -5.898466	 -7.572024	 -0.007023	 +0.002347	 -0.000270	 -0.158383	 +0.674631	 -1.890604	 -89.769044	 +25.355614	 +23.424152
5257469	 +2.549338	 -5.927240	 -7.545137	 -0.006146	 +0.001184	 -0.000290	 -0.158625	 +0.674594	 -1.891035	 -89.797852	 +25.377912	 +23.442540
5262469	 +2.532100	 -5.920661	 -7.552070	 -0.006152	 +0.002161	 +0.000028	 -0.158866	 +0.674563	 -1.891465	 -89.826609	 +25.400298	 +23.460957
5267469	 +2.545336	 -5.915630	 -7.579026	 -0.005806	 +0.002710	 +0.000383	 -0.159105	 +0.674534	 -1.891894	 -89.855347	 +25.422724	 +23.479233
5272475	 +2.531037	 -5.903018	 -7.568473	 -0.005135	 +0.001475	 -0.000074	 -0.159341	 +0.674499	 -1.892324	 -89.884011	 +25.445165	 +23.497591
5277487	 +2.550248	 -5.922508	 -7.582646	 -0.005182	 +0.003094	 -0.000147	 -0.159579	 +0.674472	 -1.892756	 -89.912790	 +25.467610	 +23.515853
5282562	 +2.543177	 -5.903512	 -7.557770	 -0.005766	 +0.002109	 +0.000504	 -0.159816	 +0.674440	 -1.893183	 -89.941471	 +25.489990	 +23.534227
5287563	 +2.540613	 -5.886267	 -7.573413	 -0.006178	 +0.002791	 +0.000679	 -0.160055	 +0.674412	 -1.893610	 -89.970063	 +25.512420	 +23.552544
5292535	 +2.533261	 -5.906761	 -7.555971	 -0.005418	 +0.002209	 +0.000824	 -0.160290	 +0.674381	 -1.894035	 -89.998750	 +25.534853	 +23.570970
5297469	 +2.543765	 -5.920679	 -7.593904	 -0.005275	 +0.002715	 +0.001160	 -0.155215	 +0.670974	 -1.888733	 -89.880625	 +25.014469	 +23.131800
5302469	 +2.533276	 -5.924450	 -7.583759	 -0.006225	 +0.002565	 +0.001284	 -0.154169	 +0.670131	 -1.887772	 -89.873887	 +24.905729	 +23.039511
