Message ID	Frame counter	Reserved	Message length	GNSS Week Number	GNSS TOW	Timestamp [us]	Bias AccX [m/s²]	Bias AccY [m/s²	]Bias AccZ [m/s²]	Bias OmgX [°/s]	Bias OmgY [°/s]	Bias OmgZ [°/s]	Cov. Longitude [(deg)²]	Cov. Latitude [(deg)²]	Cov. Altitude [(m)²]	Cov. V_North [(m/s)²]	Cov. V_East [(m/s)²]	Cov. V_Down [(m/s)²]	Cov. Roll [(deg²)]	Cov. Pitch [(deg²)]	Cov. Yaw [(deg²)]	Cov. Bias AccX [(m/s²)²]	Cov. Bias AccY [(m/s²)²]	Cov. Bias AccZ [(m/s²)²]	Cov. Bias OmgX [(deg/s)²]	Cov. Bias OmgY [(deg/s)²]	Cov. Bias OmgZ [(deg/s)²]	Reserved
4	 170	 0	 104	 0	 1195000	 5007469	 +0.6293	 -0.1322	 -0.2671	 -0.6638	 -0.1336	 +3.8616	 8.712752e-14	 5.619530e-14	 2.189200e+00	 3.050851e-02	 2.427620e-02	 2.053315e-02	 6.476584e-06	 4.111057e-06	 6.685473e-06	 4.990979e-06	 7.332234e-06	 6.726800e-07	 9.136822e-10	 8.297663e-10	 8.955118e-10	 0
4	 171	 0	 104	 0	 1196000	 6007469	 +0.6308	 -0.1318	 -0.2672	 -0.6634	 -0.1269	 +3.8586	 9.910430e-14	 5.612021e-14	 2.196934e+00	 3.231500e-02	 2.391095e-02	 2.068198e-02	 6.587647e-06	 4.213338e-06	 6.741167e-06	 4.990198e-06	 7.331334e-06	 6.739667e-07	 9.135058e-10	 8.287773e-10	 8.962818e-10	 0
4	 172	 0	 104	 0	 1197000	 7007469	 +0.6428	 -0.1500	 -0.2694	 -0.6637	 -0.1206	 +3.8562	 9.911271e-14	 5.601401e-14	 2.193461e+00	 3.220969e-02	 2.351679e-02	 2.048905e-02	 6.683565e-06	 4.296539e-06	 6.795322e-06	 4.980117e-06	 7.301341e-06	 6.748716e-07	 9.132496e-10	 8.277253e-10	 8.971388e-10	 0
4	 173	 0	 104	 0	 1198000	 8007469	 +0.6602	 -0.1783	 -0.2727	 -0.6641	 -0.1146	 +3.8541	 9.254521e-14	 5.588892e-14	 2.185552e+00	 3.141248e-02	 2.309460e-02	 2.016307e-02	 6.761582e-06	 4.383780e-06	 6.859128e-06	 4.965347e-06	 7.255242e-06	 6.755641e-07	 9.129472e-10	 8.265957e-10	 8.980804e-10	 0
4	 174	 0	 104	 0	 1199000	 9007469	 +0.6761	 -0.2052	 -0.2758	 -0.6641	 -0.1087	 +3.8524	 8.765669e-14	 5.576310e-14	 2.179748e+00	 3.115176e-02	 2.270906e-02	 1.989279e-02	 6.818704e-06	 4.490389e-06	 6.941144e-06	 4.952061e-06	 7.211457e-06	 6.762899e-07	 9.126190e-10	 8.253795e-10	 8.991086e-10	 0
4	 175	 0	 104	 0	 1200000	 7462	 +0.6912	 -0.2317	 -0.2787	 -0.6639	 -0.1028	 +3.8509	 8.397455e-14	 5.563561e-14	 2.175215e+00	 3.129286e-02	 2.236377e-02	 1.965250e-02	 6.852801e-06	 4.612348e-06	 7.039861e-06	 4.939821e-06	 7.168553e-06	 6.770309e-07	 9.122678e-10	 8.240729e-10	 9.002148e-10	 0
4	 176	 0	 104	 0	 1201000	 1007469	 +0.7058	 -0.2587	 -0.2817	 -0.6636	 -0.0966	 +3.8498	 8.120053e-14	 5.550600e-14	 2.171419e+00	 3.175936e-02	 2.206120e-02	 1.942771e-02	 6.861894e-06	 4.746981e-06	 7.153701e-06	 4.928335e-06	 7.125554e-06	 6.777754e-07	 9.118978e-10	 8.226747e-10	 9.013867e-10	 0
4	 177	 0	 104	 0	 1202000	 2007469	 +0.7202	 -0.2868	 -0.2846	 -0.6633	 -0.0903	 +3.8490	 7.913803e-14	 5.537407e-14	 2.167984e+00	 3.249272e-02	 2.180136e-02	 1.919905e-02	 6.844558e-06	 4.892192e-06	 7.281239e-06	 4.917393e-06	 7.081758e-06	 6.785148e-07	 9.115135e-10	 8.211872e-10	 9.026095e-10	 0
4	 178	 0	 104	 0	 1203000	 3007469	 +0.7345	 -0.3161	 -0.2877	 -0.6632	 -0.0838	 +3.8486	 7.765255e-14	 5.523984e-14	 2.164623e+00	 3.345095e-02	 2.158655e-02	 1.894679e-02	 6.799963e-06	 5.046150e-06	 7.421178e-06	 4.906841e-06	 7.036640e-06	 6.792429e-07	 9.111201e-10	 8.196168e-10	 9.038658e-10	 0
4	 179	 0	 104	 0	 1204000	 4007469	 +0.7487	 -0.3468	 -0.2908	 -0.6633	 -0.0773	 +3.8487	 7.664962e-14	 5.510359e-14	 2.161107e+00	 3.460759e-02	 2.142045e-02	 1.866152e-02	 6.727675e-06	 5.207023e-06	 7.572167e-06	 4.896561e-06	 6.989799e-06	 6.799550e-07	 9.107229e-10	 8.179716e-10	 9.051369e-10	 0
4	 180	 0	 104	 0	 1205000	 5007469	 +0.7628	 -0.3790	 -0.2940	 -0.6637	 -0.0707	 +3.8492	 7.606035e-14	 5.496578e-14	 2.157241e+00	 3.593558e-02	 2.130892e-02	 1.832823e-02	 6.628025e-06	 5.372847e-06	 7.732779e-06	 4.886461e-06	 6.940942e-06	 6.806475e-07	 9.103259e-10	 8.162629e-10	 9.064027e-10	 0
4	 181	 0	 104	 0	 1206000	 6007462	 +0.7769	 -0.4127	 -0.2972	 -0.6646	 -0.0641	 +3.8502	 7.583390e-14	 5.482708e-14	 2.152847e+00	 3.742276e-02	 2.125524e-02	 1.793828e-02	 6.501773e-06	 5.541526e-06	 7.901502e-06	 4.876466e-06	 6.889865e-06	 6.813179e-07	 9.099331e-10	 8.145032e-10	 9.076414e-10	 0
4	 182	 0	 104	 0	 1207000	 7007469	 +0.7959	 -0.4548	 -0.3015	 -0.6701	 -0.0588	 +3.8516	 7.477532e-14	 5.464026e-14	 2.142882e+00	 3.757603e-02	 2.120256e-02	 1.729308e-02	 6.349001e-06	 5.659926e-06	 8.029670e-06	 4.862080e-06	 6.827009e-06	 6.818033e-07	 9.086186e-10	 8.126416e-10	 9.088294e-10	 0
4	 183	 0	 104	 0	 1208000	 8007469	 +0.8283	 -0.5175	 -0.3085	 -0.6880	 -0.0574	 +3.8533	 7.034607e-14	 5.431873e-14	 2.118563e+00	 3.328721e-02	 2.109211e-02	 1.605788e-02	 6.164607e-06	 5.623133e-06	 8.036912e-06	 4.835304e-06	 6.736236e-06	 6.818221e-07	 9.045786e-10	 8.104832e-10	 9.099231e-10	 0
4	 184	 0	 104	 0	 1209000	 9007469	 +0.8533	 -0.5701	 -0.3141	 -0.7008	 -0.0550	 +3.8556	 6.719827e-14	 5.406337e-14	 2.099878e+00	 3.048069e-02	 2.124698e-02	 1.504410e-02	 5.948467e-06	 5.631675e-06	 8.113272e-06	 4.814357e-06	 6.657540e-06	 6.820488e-07	 9.016363e-10	 8.082336e-10	 9.108237e-10	 0
4	 185	 0	 104	 0	 1210000	 7469	 +0.8733	 -0.6159	 -0.3188	 -0.7108	 -0.0520	 +3.8586	 6.484985e-14	 5.385409e-14	 2.084177e+00	 2.855404e-02	 2.164407e-02	 1.418624e-02	 5.701711e-06	 5.654230e-06	 8.223631e-06	 4.796820e-06	 6.586477e-06	 6.824050e-07	 8.993547e-10	 8.058771e-10	 9.114189e-10	 0
4	 186	 0	 104	 0	 1211000	 1007469	 +0.8897	 -0.6536	 -0.3226	 -0.7190	 -0.0504	 +3.8612	 6.304804e-14	 5.397020e-14	 2.071449e+00	 2.721126e-02	 2.276298e-02	 1.355416e-02	 5.496417e-06	 5.679426e-06	 8.351491e-06	 4.781386e-06	 6.525650e-06	 6.828629e-07	 8.974920e-10	 8.038152e-10	 9.117852e-10	 0
4	 187	 0	 104	 0	 1212000	 2007469	 +0.9029	 -0.6745	 -0.3254	 -0.7256	 -0.0546	 +3.8598	 6.165329e-14	 5.539404e-14	 2.065902e+00	 2.629798e-02	 2.621607e-02	 1.361506e-02	 5.525662e-06	 5.724064e-06	 8.513824e-06	 4.767371e-06	 6.489220e-06	 6.834446e-07	 8.959062e-10	 8.030338e-10	 9.125370e-10	 0
4	 188	 0	 104	 0	 1213000	 3007474	 +0.9137	 -0.6923	 -0.3276	 -0.7305	 -0.0577	 +3.8588	 6.053723e-14	 5.707033e-14	 2.062659e+00	 2.561434e-02	 2.998655e-02	 1.397629e-02	 5.520455e-06	 5.749351e-06	 8.679130e-06	 4.754515e-06	 6.457354e-06	 6.840959e-07	 8.945279e-10	 8.019093e-10	 9.130175e-10	 0
4	 189	 0	 104	 0	 1214000	 4007474	 +0.9222	 -0.7082	 -0.3295	 -0.7341	 -0.0595	 +3.8585	 5.963731e-14	 5.899297e-14	 2.061517e+00	 2.505745e-02	 3.394529e-02	 1.457188e-02	 5.479973e-06	 5.750499e-06	 8.836453e-06	 4.742716e-06	 6.428386e-06	 6.848067e-07	 8.933200e-10	 8.004644e-10	 9.131814e-10	 0
4	 190	 0	 104	 0	 1215000	 5007468	 +0.9290	 -0.7232	 -0.3311	 -0.7366	 -0.0599	 +3.8591	 5.890753e-14	 6.113676e-14	 2.062235e+00	 2.457411e-02	 3.797675e-02	 1.531056e-02	 5.407790e-06	 5.724861e-06	 8.977576e-06	 4.731934e-06	 6.400844e-06	 6.855681e-07	 8.922597e-10	 7.987537e-10	 9.130062e-10	 0
4	 191	 0	 104	 0	 1216000	 6007475	 +0.9342	 -0.7379	 -0.3326	 -0.7383	 -0.0591	 +3.8607	 5.831259e-14	 6.346363e-14	 2.064475e+00	 2.412845e-02	 4.195587e-02	 1.607563e-02	 5.311745e-06	 5.671871e-06	 9.097530e-06	 4.722155e-06	 6.373447e-06	 6.863708e-07	 8.913310e-10	 7.968577e-10	 9.124969e-10	 0
