4	 87	 0	 104	 0	 88000	 7999471	 -0.0050	 -0.0034	 -0.0872	 -0.3212	 -0.0514	 +0.0375	 5.633058e-14	 5.593743e-14	 2.087355e+00	 2.594530e-02	 2.540151e-02	 9.067533e-03	 4.295602e-06	 4.065806e-06	 1.200729e-01	 7.543626e-05	 7.737379e-05	 1.016872e-05	 6.165803e-10	 6.073844e-10	 6.784041e-10	 0
4	 88	 0	 104	 0	 89000	 8999471	 -0.0050	 -0.0034	 -0.0877	 -0.3212	 -0.0514	 +0.0375	 5.633069e-14	 5.593370e-14	 2.082602e+00	 2.590309e-02	 2.539366e-02	 8.880012e-03	 4.285565e-06	 4.065600e-06	 1.197399e-01	 7.541492e-05	 7.737124e-05	 9.612877e-06	 6.159674e-10	 6.071796e-10	 6.797239e-10	 0
4	 89	 0	 104	 0	 90000	 9999471	 -0.0049	 -0.0034	 -0.0882	 -0.3212	 -0.0514	 +0.0375	 5.633318e-14	 5.593018e-14	 2.077739e+00	 2.590371e-02	 2.538916e-02	 8.696924e-03	 4.277997e-06	 4.070113e-06	 1.194228e-01	 7.539512e-05	 7.736848e-05	 9.092960e-06	 6.153781e-10	 6.069746e-10	 6.810437e-10	 0
4	 90	 0	 104	 0	 91000	 999471	 -0.0049	 -0.0034	 -0.0887	 -0.3212	 -0.0514	 +0.0375	 5.633709e-14	 5.592689e-14	 2.072778e+00	 2.584985e-02	 2.539193e-02	 8.518293e-03	 4.272101e-06	 4.079106e-06	 1.191328e-01	 7.537757e-05	 7.736606e-05	 8.606446e-06	 6.148188e-10	 6.067711e-10	 6.823634e-10	 0
4	 91	 0	 104	 0	 92000	 1999471	 -0.0049	 -0.0034	 -0.0891	 -0.3213	 -0.0514	 +0.0375	 5.634159e-14	 5.592437e-14	 2.067729e+00	 2.577933e-02	 2.540550e-02	 8.344119e-03	 4.267680e-06	 4.091851e-06	 1.188840e-01	 7.536251e-05	 7.736412e-05	 8.150992e-06	 6.142991e-10	 6.065688e-10	 6.836832e-10	 0
4	 92	 0	 104	 0	 93000	 2999471	 -0.0049	 -0.0034	 -0.0895	 -0.3213	 -0.0513	 +0.0375	 5.634537e-14	 5.592239e-14	 2.062604e+00	 2.562115e-02	 2.542360e-02	 8.174389e-03	 4.265447e-06	 4.106359e-06	 1.187232e-01	 7.535055e-05	 7.736235e-05	 7.724420e-06	 6.138624e-10	 6.063685e-10	 6.850030e-10	 0
4	 93	 0	 104	 0	 94000	 3999446	 -0.0048	 -0.0034	 -0.0900	 -0.3213	 -0.0513	 +0.0375	 5.634703e-14	 5.592087e-14	 2.057413e+00	 2.549897e-02	 2.543511e-02	 8.009062e-03	 4.265784e-06	 4.120768e-06	 1.186405e-01	 7.534135e-05	 7.735994e-05	 7.324709e-06	 6.135251e-10	 6.061708e-10	 6.863228e-10	 0
4	 94	 0	 104	 0	 95000	 4999446	 -0.0048	 -0.0034	 -0.0904	 -0.3213	 -0.0513	 +0.0375	 5.634631e-14	 5.591983e-14	 2.052165e+00	 2.543755e-02	 2.543112e-02	 7.848098e-03	 4.267422e-06	 4.133849e-06	 1.186042e-01	 7.533446e-05	 7.735650e-05	 6.949979e-06	 6.132804e-10	 6.059772e-10	 6.876426e-10	 0
4	 95	 0	 104	 0	 96000	 5999471	 -0.0048	 -0.0033	 -0.0907	 -0.3214	 -0.0513	 +0.0375	 5.634327e-14	 5.591932e-14	 2.046869e+00	 2.548150e-02	 2.544724e-02	 7.691436e-03	 4.270517e-06	 4.142908e-06	 1.185656e-01	 7.532891e-05	 7.734972e-05	 6.598491e-06	 6.131551e-10	 6.057878e-10	 6.889623e-10	 0
4	 96	 0	 104	 0	 97000	 6999471	 -0.0048	 -0.0033	 -0.0911	 -0.3214	 -0.0513	 +0.0375	 5.633854e-14	 5.591909e-14	 2.041534e+00	 2.558956e-02	 2.543912e-02	 7.539003e-03	 4.274744e-06	 4.147212e-06	 1.184664e-01	 7.532350e-05	 7.733844e-05	 6.268630e-06	 6.131397e-10	 6.056025e-10	 6.902821e-10	 0
4	 97	 0	 104	 0	 98000	 7999471	 -0.0048	 -0.0033	 -0.0915	 -0.3214	 -0.0513	 +0.0375	 5.633464e-14	 5.591923e-14	 2.036167e+00	 2.568838e-02	 2.540678e-02	 7.390720e-03	 4.277691e-06	 4.148620e-06	 1.183174e-01	 7.531841e-05	 7.732475e-05	 5.958900e-06	 6.131835e-10	 6.054210e-10	 6.916019e-10	 0
4	 98	 0	 104	 0	 99000	 8999471	 -0.0048	 -0.0032	 -0.0918	 -0.3214	 -0.0513	 +0.0375	 5.633243e-14	 5.591957e-14	 2.030777e+00	 2.585653e-02	 2.539333e-02	 7.246504e-03	 4.276467e-06	 4.147006e-06	 1.181038e-01	 7.531391e-05	 7.730834e-05	 5.667915e-06	 6.132753e-10	 6.052440e-10	 6.929217e-10	 0
