Timestamp [us]	AccX [m/s²]	AccY [m/s²]	AccZ [m/s²]	OmgX [rad/s]	OmgY [rad/s]	OmgZ [rad/s]	NRpyX [rad]	NRpyY [rad]	NRpyZ [rad]
9611475	 +0.017901	 +0.017942	 +0.022745	 +0.000884	 +0.000760	 +0.000792	 +0.001949	 +0.003060	 +0.098011
9616475	 +0.017901	 +0.017940	 +0.022746	 +0.000884	 +0.000760	 +0.000792	 +0.001949	 +0.003058	 +0.098011
9621475	 +0.017916	 +0.017903	 +0.022761	 +0.000884	 +0.000760	 +0.000791	 +0.001950	 +0.003057	 +0.098010
9626475	 +0.017948	 +0.017899	 +0.022720	 +0.000885	 +0.000760	 +0.000793	 +0.001950	 +0.003056	 +0.098009
9631476	 +0.017970	 +0.017921	 +0.022721	 +0.000886	 +0.000761	 +0.000793	 +0.001950	 +0.003054	 +0.098008
9636475	 +0.017977	 +0.017919	 +0.022718	 +0.000883	 +0.000761	 +0.000791	 +0.001951	 +0.003052	 +0.098008
9641475	 +0.017977	 +0.017914	 +0.022714	 +0.000883	 +0.000761	 +0.000792	 +0.001951	 +0.003051	 +0.098007
9646475	 +0.017973	 +0.017907	 +0.022709	 +0.000883	 +0.000761	 +0.000792	 +0.001952	 +0.003049	 +0.098006
9651476	 +0.017973	 +0.017948	 +0.022702	 +0.000883	 +0.000761	 +0.000792	 +0.001952	 +0.003048	 +0.098005
9656475	 +0.018042	 +0.017947	 +0.022698	 +0.000883	 +0.000762	 +0.000792	 +0.001952	 +0.003046	 +0.098004
9661475	 +0.018127	 +0.017957	 +0.022693	 +0.000883	 +0.000762	 +0.000791	 +0.001953	 +0.003044	 +0.098003
9666476	 +0.018142	 +0.017993	 +0.022695	 +0.000883	 +0.000763	 +0.000790	 +0.001953	 +0.003042	 +0.098003
9671493	 +0.018153	 +0.017966	 +0.022711	 +0.000883	 +0.000763	 +0.000790	 +0.001953	 +0.003040	 +0.098002
9676495	 +0.018153	 +0.017957	 +0.022685	 +0.000883	 +0.000760	 +0.000790	 +0.001953	 +0.003039	 +0.098001
9681746	 +0.018203	 +0.017972	 +0.022730	 +0.000882	 +0.000760	 +0.000790	 +0.001954	 +0.003037	 +0.098000
9686745	 +0.018210	 +0.017988	 +0.022720	 +0.000881	 +0.000760	 +0.000790	 +0.001954	 +0.003036	 +0.097999
9691711	 +0.018190	 +0.017985	 +0.022738	 +0.000880	 +0.000758	 +0.000791	 +0.001955	 +0.003035	 +0.097999
9696475	 +0.018194	 +0.017981	 +0.022746	 +0.000881	 +0.000758	 +0.000792	 +0.001955	 +0.003034	 +0.097999
9701475	 +0.018244	 +0.017983	 +0.022738	 +0.000881	 +0.000757	 +0.000792	 +0.001955	 +0.003034	 +0.097999
9706475	 +0.018234	 +0.017983	 +0.022758	 +0.000881	 +0.000758	 +0.000792	 +0.001956	 +0.003033	 +0.097999
9711475	 +0.018236	 +0.017985	 +0.022765	 +0.000881	 +0.000758	 +0.000795	 +0.001956	 +0.003033	 +0.097999
9716475	 +0.018235	 +0.017978	 +0.022768	 +0.000881	 +0.000760	 +0.000796	 +0.001956	 +0.003032	 +0.098000
9721475	 +0.018238	 +0.017984	 +0.022757	 +0.000882	 +0.000760	 +0.000796	 +0.001956	 +0.003031	 +0.098000
9726475	 +0.018239	 +0.018002	 +0.022776	 +0.000882	 +0.000760	 +0.000795	 +0.001957	 +0.003031	 +0.098000
9731475	 +0.018215	 +0.018017	 +0.022814	 +0.000879	 +0.000759	 +0.000795	 +0.001957	 +0.003030	 +0.098000
9736475	 +0.018214	 +0.018017	 +0.022836	 +0.000879	 +0.000759	 +0.000795	 +0.001957	 +0.003029	 +0.098000
9741475	 +0.018195	 +0.017995	 +0.022844	 +0.000878	 +0.000759	 +0.000795	 +0.001957	 +0.003028	 +0.098000
9746475	 +0.018195	 +0.018011	 +0.022845	 +0.000878	 +0.000756	 +0.000794	 +0.001957	 +0.003028	 +0.098000
9751475	 +0.018215	 +0.017972	 +0.022809	 +0.000879	 +0.000756	 +0.000794	 +0.001958	 +0.003027	 +0.098000
9756475	 +0.018225	 +0.017953	 +0.022813	 +0.000882	 +0.000756	 +0.000793	 +0.001958	 +0.003026	 +0.098000
9761475	 +0.018251	 +0.017941	 +0.022812	 +0.000882	 +0.000756	 +0.000792	 +0.001958	 +0.003025	 +0.098000
9766475	 +0.018237	 +0.017944	 +0.022786	 +0.000882	 +0.000757	 +0.000792	 +0.001958	 +0.003024	 +0.098000
9771475	 +0.018234	 +0.017935	 +0.022829	 +0.000881	 +0.000757	 +0.000792	 +0.001958	 +0.003023	 +0.098000
9776475	 +0.018233	 +0.017961	 +0.022829	 +0.000881	 +0.000757	 +0.000793	 +0.001959	 +0.003021	 +0.098000
9781475	 +0.018233	 +0.017970	 +0.022827	 +0.000882	 +0.000757	 +0.000792	 +0.001959	 +0.003020	 +0.098000
9786475	 +0.018239	 +0.017961	 +0.022819	 +0.000881	 +0.000758	 +0.000792	 +0.001959	 +0.003019	 +0.098000
9791475	 +0.018245	 +0.017958	 +0.022797	 +0.000881	 +0.000758	 +0.000792	 +0.001959	 +0.003018	 +0.098000
9796475	 +0.018256	 +0.017964	 +0.022805	 +0.000880	 +0.000758	 +0.000793	 +0.001959	 +0.003016	 +0.098000
9801475	 +0.018251	 +0.017990	 +0.022836	 +0.000881	 +0.000758	 +0.000793	 +0.001959	 +0.003015	 +0.098000
9801475	 +0.018251	 +0.017990	 +0.022836	 +0.000881	 +0.000758	 +0.000793	 +0.001959	 +0.003015	 +0.098000
9806475	 +0.018230	 +0.018000	 +0.022841	 +0.000881	 +0.000759	 +0.000792	 +0.001959	 +0.003014	 +0.098000
9811475	 +0.018245	 +0.018022	 +0.022840	 +0.000882	 +0.000759	 +0.000794	 +0.001959	 +0.003012	 +0.098000
9816475	 +0.018241	 +0.018024	 +0.022849	 +0.000882	 +0.000759	 +0.000794	 +0.001959	 +0.003011	 +0.097999
9821475	 +0.018260	 +0.018018	 +0.022846	 +0.000882	 +0.000759	 +0.000793	 +0.001959	 +0.003009	 +0.097999
9826475	 +0.018258	 +0.018016	 +0.022822	 +0.000882	 +0.000758	 +0.000792	 +0.001959	 +0.003008	 +0.097999
9831475	 +0.018278	 +0.018016	 +0.022799	 +0.000882	 +0.000758	 +0.000792	 +0.001959	 +0.003006	 +0.097999
9836475	 +0.018368	 +0.017986	 +0.022795	 +0.000882	 +0.000758	 +0.000792	 +0.001959	 +0.003005	 +0.097999
9841475	 +0.018345	 +0.017990	 +0.022797	 +0.000883	 +0.000758	 +0.000792	 +0.001959	 +0.003003	 +0.097999
9846475	 +0.018319	 +0.017978	 +0.022814	 +0.000883	 +0.000758	 +0.000793	 +0.001959	 +0.003001	 +0.097998
9851476	 +0.018314	 +0.017978	 +0.022817	 +0.000881	 +0.000756	 +0.000792	 +0.001959	 +0.002999	 +0.097998
9856475	 +0.018271	 +0.017971	 +0.022815	 +0.000881	 +0.000756	 +0.000793	 +0.001959	 +0.002998	 +0.097998
9861475	 +0.018274	 +0.017972	 +0.022774	 +0.000881	 +0.000757	 +0.000794	 +0.001959	 +0.002996	 +0.097998
9866476	 +0.018293	 +0.017965	 +0.022807	 +0.000881	 +0.000757	 +0.000793	 +0.001959	 +0.002994	 +0.097997
9871492	 +0.018284	 +0.017967	 +0.022794	 +0.000881	 +0.000757	 +0.000793	 +0.001958	 +0.002992	 +0.097997
9876493	 +0.018282	 +0.017984	 +0.022810	 +0.000883	 +0.000755	 +0.000793	 +0.001958	 +0.002990	 +0.097997
9881745	 +0.018347	 +0.017984	 +0.022818	 +0.000883	 +0.000755	 +0.000791	 +0.001958	 +0.002988	 +0.097997
9886746	 +0.018349	 +0.017989	 +0.022816	 +0.000883	 +0.000754	 +0.000789	 +0.001958	 +0.002987	 +0.097997
9891711	 +0.018335	 +0.017989	 +0.022817	 +0.000883	 +0.000756	 +0.000789	 +0.001959	 +0.002986	 +0.097997
9896475	 +0.018338	 +0.017987	 +0.022832	 +0.000883	 +0.000756	 +0.000788	 +0.001959	 +0.002986	 +0.097997
9901476	 +0.018339	 +0.017970	 +0.022813	 +0.000883	 +0.000754	 +0.000789	 +0.001959	 +0.002985	 +0.097998
9906475	 +0.018343	 +0.017984	 +0.022813	 +0.000881	 +0.000757	 +0.000788	 +0.001959	 +0.002984	 +0.097999
9911476	 +0.018344	 +0.017979	 +0.022846	 +0.000881	 +0.000756	 +0.000787	 +0.001959	 +0.002984	 +0.097999
9916475	 +0.018349	 +0.017979	 +0.022829	 +0.000881	 +0.000756	 +0.000786	 +0.001959	 +0.002983	 +0.098000
9921475	 +0.018338	 +0.017976	 +0.022816	 +0.000880	 +0.000757	 +0.000786	 +0.001959	 +0.002982	 +0.098000
9926476	 +0.018352	 +0.017969	 +0.022818	 +0.000880	 +0.000757	 +0.000786	 +0.001959	 +0.002981	 +0.098001
9931475	 +0.018360	 +0.017967	 +0.022806	 +0.000880	 +0.000757	 +0.000786	 +0.001958	 +0.002980	 +0.098001
9936475	 +0.018376	 +0.017957	 +0.022811	 +0.000880	 +0.000757	 +0.000787	 +0.001958	 +0.002979	 +0.098002
9941475	 +0.018374	 +0.017958	 +0.022784	 +0.000880	 +0.000756	 +0.000787	 +0.001958	 +0.002978	 +0.098002
9946476	 +0.018389	 +0.017935	 +0.022777	 +0.000877	 +0.000756	 +0.000785	 +0.001958	 +0.002977	 +0.098003
9951475	 +0.018375	 +0.017906	 +0.022828	 +0.000877	 +0.000755	 +0.000790	 +0.001958	 +0.002976	 +0.098003
9956475	 +0.018393	 +0.017899	 +0.022851	 +0.000875	 +0.000755	 +0.000790	 +0.001958	 +0.002975	 +0.098004
9961475	 +0.018397	 +0.017907	 +0.022841	 +0.000875	 +0.000756	 +0.000789	 +0.001958	 +0.002974	 +0.098004
9966475	 +0.018395	 +0.017908	 +0.022845	 +0.000875	 +0.000756	 +0.000790	 +0.001958	 +0.002973	 +0.098004
9971475	 +0.018391	 +0.017922	 +0.022936	 +0.000875	 +0.000756	 +0.000789	 +0.001957	 +0.002972	 +0.098005
9976475	 +0.018395	 +0.017927	 +0.022934	 +0.000875	 +0.000756	 +0.000789	 +0.001957	 +0.002971	 +0.098005
9981475	 +0.018394	 +0.017943	 +0.022923	 +0.000876	 +0.000756	 +0.000789	 +0.001957	 +0.002970	 +0.098006
9986475	 +0.018393	 +0.017947	 +0.022945	 +0.000876	 +0.000756	 +0.000789	 +0.001957	 +0.002968	 +0.098006
9991475	 +0.018394	 +0.017946	 +0.022953	 +0.000875	 +0.000756	 +0.000790	 +0.001957	 +0.002967	 +0.098006
9996475	 +0.018404	 +0.017947	 +0.022980	 +0.000875	 +0.000759	 +0.000791	 +0.001956	 +0.002966	 +0.098007
1476	 +0.018403	 +0.017920	 +0.022981	 +0.000874	 +0.000759	 +0.000791	 +0.001956	 +0.002964	 +0.098007
1476	 +0.018403	 +0.017920	 +0.022981	 +0.000874	 +0.000759	 +0.000791	 +0.001956	 +0.002964	 +0.098007
6476	 +0.018402	 +0.017901	 +0.022963	 +0.000874	 +0.000759	 +0.000791	 +0.001956	 +0.002963	 +0.098007
11475	 +0.018378	 +0.017901	 +0.022966	 +0.000874	 +0.000758	 +0.000791	 +0.001956	 +0.002962	 +0.098008
16476	 +0.018389	 +0.017898	 +0.022981	 +0.000874	 +0.000759	 +0.000790	 +0.001955	 +0.002960	 +0.098008
21475	 +0.018385	 +0.017898	 +0.023030	 +0.000874	 +0.000759	 +0.000791	 +0.001955	 +0.002959	 +0.098008
26475	 +0.018351	 +0.017903	 +0.023033	 +0.000874	 +0.000759	 +0.000790	 +0.001955	 +0.002957	 +0.098009
31476	 +0.018351	 +0.017900	 +0.022997	 +0.000873	 +0.000761	 +0.000790	 +0.001954	 +0.002955	 +0.098009
36476	 +0.018359	 +0.017919	 +0.023001	 +0.000873	 +0.000762	 +0.000791	 +0.001954	 +0.002954	 +0.098009
41476	 +0.018365	 +0.017895	 +0.022980	 +0.000873	 +0.000762	 +0.000790	 +0.001954	 +0.002952	 +0.098009
46475	 +0.018369	 +0.017890	 +0.022992	 +0.000873	 +0.000763	 +0.000789	 +0.001953	 +0.002950	 +0.098010
51475	 +0.018357	 +0.017884	 +0.022988	 +0.000873	 +0.000762	 +0.000788	 +0.001953	 +0.002948	 +0.098010
56476	 +0.018357	 +0.017901	 +0.022944	 +0.000873	 +0.000762	 +0.000788	 +0.001953	 +0.002946	 +0.098010
61476	 +0.018392	 +0.017898	 +0.022926	 +0.000873	 +0.000761	 +0.000789	 +0.001952	 +0.002944	 +0.098010
66476	 +0.018370	 +0.017899	 +0.022939	 +0.000873	 +0.000761	 +0.000789	 +0.001952	 +0.002942	 +0.098011
71495	 +0.018355	 +0.017892	 +0.022918	 +0.000873	 +0.000761	 +0.000789	 +0.001952	 +0.002940	 +0.098011
76493	 +0.018355	 +0.017888	 +0.022919	 +0.000873	 +0.000761	 +0.000789	 +0.001951	 +0.002938	 +0.098011
81730	 +0.018361	 +0.017878	 +0.022918	 +0.000872	 +0.000762	 +0.000789	 +0.001951	 +0.002936	 +0.098011
86745	 +0.018338	 +0.017916	 +0.022926	 +0.000872	 +0.000761	 +0.000789	 +0.001951	 +0.002935	 +0.098012
91710	 +0.018321	 +0.017906	 +0.022956	 +0.000872	 +0.000762	 +0.000790	 +0.001950	 +0.002934	 +0.098012
96475	 +0.018324	 +0.017910	 +0.023000	 +0.000872	 +0.000762	 +0.000790	 +0.001950	 +0.002933	 +0.098013
101475	 +0.018322	 +0.017905	 +0.022987	 +0.000872	 +0.000764	 +0.000788	 +0.001950	 +0.002933	 +0.098014
106475	 +0.018322	 +0.017906	 +0.022962	 +0.000872	 +0.000764	 +0.000788	 +0.001950	 +0.002932	 +0.098015
111475	 +0.018321	 +0.017889	 +0.023012	 +0.000872	 +0.000764	 +0.000788	 +0.001950	 +0.002931	 +0.098016
116475	 +0.018324	 +0.017900	 +0.023004	 +0.000873	 +0.000763	 +0.000788	 +0.001949	 +0.002931	 +0.098017
121475	 +0.018324	 +0.017842	 +0.023003	 +0.000873	 +0.000762	 +0.000788	 +0.001949	 +0.002930	 +0.098018
126475	 +0.018314	 +0.017843	 +0.023003	 +0.000872	 +0.000763	 +0.000788	 +0.001949	 +0.002929	 +0.098019
131475	 +0.018330	 +0.017849	 +0.023001	 +0.000872	 +0.000764	 +0.000786	 +0.001948	 +0.002928	 +0.098020
136475	 +0.018328	 +0.017831	 +0.023003	 +0.000872	 +0.000763	 +0.000786	 +0.001948	 +0.002927	 +0.098021
141475	 +0.018331	 +0.017828	 +0.022997	 +0.000873	 +0.000764	 +0.000786	 +0.001948	 +0.002926	 +0.098021
146475	 +0.018282	 +0.017817	 +0.022915	 +0.000872	 +0.000764	 +0.000786	 +0.001947	 +0.002925	 +0.098022
151475	 +0.018280	 +0.017814	 +0.022911	 +0.000872	 +0.000764	 +0.000786	 +0.001947	 +0.002924	 +0.098023
156475	 +0.018279	 +0.017808	 +0.022916	 +0.000873	 +0.000764	 +0.000786	 +0.001947	 +0.002923	 +0.098024
161475	 +0.018288	 +0.017796	 +0.022915	 +0.000873	 +0.000764	 +0.000785	 +0.001946	 +0.002922	 +0.098025
166475	 +0.018268	 +0.017769	 +0.022913	 +0.000873	 +0.000763	 +0.000785	 +0.001946	 +0.002920	 +0.098026
171475	 +0.018268	 +0.017768	 +0.022909	 +0.000874	 +0.000762	 +0.000784	 +0.001945	 +0.002919	 +0.098026
176475	 +0.018259	 +0.017761	 +0.022924	 +0.000874	 +0.000763	 +0.000783	 +0.001945	 +0.002918	 +0.098027
181475	 +0.018271	 +0.017770	 +0.022921	 +0.000875	 +0.000763	 +0.000783	 +0.001944	 +0.002917	 +0.098028
186475	 +0.018274	 +0.017771	 +0.022909	 +0.000873	 +0.000763	 +0.000782	 +0.001944	 +0.002915	 +0.098028
191475	 +0.018275	 +0.017764	 +0.022915	 +0.000873	 +0.000762	 +0.000780	 +0.001943	 +0.002914	 +0.098029
196475	 +0.018274	 +0.017747	 +0.022937	 +0.000872	 +0.000762	 +0.000780	 +0.001943	 +0.002913	 +0.098030
201475	 +0.018271	 +0.017764	 +0.022948	 +0.000873	 +0.000762	 +0.000780	 +0.001942	 +0.002911	 +0.098030
201475	 +0.018271	 +0.017764	 +0.022948	 +0.000873	 +0.000762	 +0.000780	 +0.001942	 +0.002911	 +0.098030
206475	 +0.018284	 +0.017754	 +0.022961	 +0.000873	 +0.000766	 +0.000780	 +0.001942	 +0.002910	 +0.098031
211475	 +0.018278	 +0.017748	 +0.022969	 +0.000874	 +0.000766	 +0.000780	 +0.001941	 +0.002908	 +0.098032
216475	 +0.018297	 +0.017767	 +0.022966	 +0.000875	 +0.000766	 +0.000780	 +0.001941	 +0.002907	 +0.098032
221475	 +0.018300	 +0.017766	 +0.022965	 +0.000874	 +0.000765	 +0.000780	 +0.001940	 +0.002905	 +0.098033
226475	 +0.018302	 +0.017770	 +0.022941	 +0.000874	 +0.000766	 +0.000780	 +0.001940	 +0.002903	 +0.098034
231475	 +0.018299	 +0.017787	 +0.023003	 +0.000874	 +0.000766	 +0.000781	 +0.001939	 +0.002902	 +0.098034
236476	 +0.018287	 +0.017781	 +0.023005	 +0.000874	 +0.000767	 +0.000781	 +0.001938	 +0.002900	 +0.098035
241475	 +0.018302	 +0.017780	 +0.023019	 +0.000874	 +0.000767	 +0.000779	 +0.001938	 +0.002898	 +0.098035
246476	 +0.018302	 +0.017753	 +0.023020	 +0.000875	 +0.000768	 +0.000779	 +0.001937	 +0.002896	 +0.098036
251475	 +0.018303	 +0.017753	 +0.022952	 +0.000875	 +0.000767	 +0.000779	 +0.001937	 +0.002894	 +0.098036
256475	 +0.018299	 +0.017728	 +0.022964	 +0.000873	 +0.000768	 +0.000780	 +0.001936	 +0.002892	 +0.098037
261476	 +0.018294	 +0.017681	 +0.022948	 +0.000873	 +0.000768	 +0.000779	 +0.001935	 +0.002890	 +0.098037
266475	 +0.018295	 +0.017678	 +0.022934	 +0.000871	 +0.000767	 +0.000780	 +0.001935	 +0.002888	 +0.098038
271492	 +0.018322	 +0.017673	 +0.022926	 +0.000871	 +0.000768	 +0.000780	 +0.001934	 +0.002886	 +0.098038
276492	 +0.018325	 +0.017672	 +0.022923	 +0.000867	 +0.000768	 +0.000780	 +0.001933	 +0.002884	 +0.098039
281745	 +0.018301	 +0.017668	 +0.022815	 +0.000867	 +0.000768	 +0.000780	 +0.001933	 +0.002882	 +0.098039
286745	 +0.018286	 +0.017679	 +0.022805	 +0.000867	 +0.000768	 +0.000780	 +0.001932	 +0.002881	 +0.098040
291675	 +0.018279	 +0.017679	 +0.022802	 +0.000867	 +0.000769	 +0.000779	 +0.001932	 +0.002879	 +0.098040
296475	 +0.018272	 +0.017661	 +0.022798	 +0.000868	 +0.000769	 +0.000779	 +0.001931	 +0.002879	 +0.098042
301475	 +0.018309	 +0.017697	 +0.022800	 +0.000869	 +0.000770	 +0.000779	 +0.001931	 +0.002878	 +0.098043
306475	 +0.018310	 +0.017701	 +0.022781	 +0.000869	 +0.000771	 +0.000780	 +0.001930	 +0.002877	 +0.098044
311475	 +0.018305	 +0.017718	 +0.022832	 +0.000869	 +0.000771	 +0.000780	 +0.001930	 +0.002876	 +0.098045
316475	 +0.018231	 +0.017681	 +0.022841	 +0.000869	 +0.000771	 +0.000781	 +0.001929	 +0.002875	 +0.098046
321475	 +0.018226	 +0.017655	 +0.022887	 +0.000868	 +0.000771	 +0.000781	 +0.001929	 +0.002875	 +0.098047
326475	 +0.018238	 +0.017662	 +0.022905	 +0.000868	 +0.000770	 +0.000781	 +0.001928	 +0.002874	 +0.098049
331475	 +0.018243	 +0.017674	 +0.022905	 +0.000869	 +0.000769	 +0.000781	 +0.001928	 +0.002873	 +0.098050
