Timestamp [us]	AccX [m/s²]	AccY [m/s²]	AccZ [m/s²]	OmgX [rad/s]	OmgY [rad/s]	OmgZ [rad/s]	NRpyX [rad]	NRpyY [rad]	NRpyZ [rad]	Vx [m/s]	Vy [m/s]	Vz [m/s]
9691711	 +0.065160	 -0.187746	 -9.925747	 -0.005994	 +0.002657	 +0.000392	 -0.098920	 +0.088589	 +2.402349	 -1.951764	 +0.891265	 -3.198779
9696475	 +0.051764	 -0.183036	 -9.969929	 -0.007044	 +0.002090	 -0.001044	 -0.098832	 +0.088876	 +2.401676	 -1.917816	 +0.897189	 -2.902320
9701475	 +0.090843	 -0.203336	 -9.985138	 -0.005667	 +0.002438	 -0.000649	 -0.098811	 +0.088945	 +2.401257	 -1.910043	 +0.899501	 -2.830535
9706475	 +0.067356	 -0.205440	 -9.934872	 -0.005938	 +0.001521	 -0.000672	 -0.098809	 +0.088955	 +2.400898	 -1.908515	 +0.900817	 -2.812718
9711475	 +0.069165	 -0.207436	 -9.966851	 -0.006178	 +0.001664	 +0.001557	 -0.098812	 +0.088955	 +2.400566	 -1.908487	 +0.901927	 -2.808152
9716475	 +0.052583	 -0.202840	 -9.947240	 -0.006640	 +0.000842	 +0.001231	 -0.098818	 +0.088948	 +2.400236	 -1.908794	 +0.902909	 -2.806646
9721475	 +0.067021	 -0.208653	 -9.977818	 -0.006967	 +0.002432	 +0.000870	 -0.098826	 +0.088947	 +2.399904	 -1.909203	 +0.903950	 -2.806059
9726475	 +0.056315	 -0.179033	 -9.936333	 -0.006572	 +0.002592	 +0.000056	 -0.098833	 +0.088947	 +2.399568	 -1.909719	 +0.904841	 -2.805459
9731475	 +0.077391	 -0.171879	 -9.915763	 -0.006345	 +0.002195	 +0.000083	 -0.098838	 +0.088944	 +2.399232	 -1.910355	 +0.905775	 -2.804815
9736475	 +0.066603	 -0.190968	 -9.920247	 -0.006766	 +0.002366	 +0.000088	 -0.098846	 +0.088943	 +2.398896	 -1.910885	 +0.906743	 -2.804190
9741475	 +0.052480	 -0.179038	 -9.962087	 -0.007194	 +0.002846	 -0.000213	 -0.098856	 +0.088943	 +2.398559	 -1.911376	 +0.907623	 -2.803775
9746475	 +0.057697	 -0.210680	 -9.961120	 -0.006334	 +0.002746	 -0.000006	 -0.098861	 +0.088943	 +2.398223	 -1.911780	 +0.908638	 -2.803342
9751475	 +0.081394	 -0.195543	 -9.952051	 -0.007483	 +0.002170	 +0.000330	 -0.098872	 +0.088941	 +2.397888	 -1.912327	 +0.909676	 -2.802882
9756475	 +0.050757	 -0.190240	 -9.942151	 -0.008030	 +0.002510	 -0.000877	 -0.098887	 +0.088940	 +2.397548	 -1.912786	 +0.910592	 -2.802363
9761475	 +0.033512	 -0.194112	 -9.951619	 -0.007294	 +0.002704	 -0.000365	 -0.098897	 +0.088940	 +2.397210	 -1.913161	 +0.911465	 -2.801880
9766475	 +0.050881	 -0.204244	 -9.956428	 -0.005874	 +0.001421	 +0.000240	 -0.098900	 +0.088933	 +2.396876	 -1.913562	 +0.912435	 -2.801425
9771475	 +0.038378	 -0.189797	 -9.918040	 -0.006141	 +0.002256	 -0.000098	 -0.098905	 +0.088931	 +2.396539	 -1.913991	 +0.913307	 -2.800780
9776475	 +0.051507	 -0.171543	 -9.941139	 -0.005642	 +0.002648	 -0.000845	 -0.098907	 +0.088930	 +2.396199	 -1.914514	 +0.914159	 -2.800265
9781475	 +0.048169	 -0.176890	 -9.952495	 -0.005075	 +0.002062	 -0.001286	 -0.098907	 +0.088927	 +2.395856	 -1.914998	 +0.915019	 -2.799802
9786475	 +0.068297	 -0.195676	 -9.933806	 -0.005816	 +0.001165	 -0.000444	 -0.098910	 +0.088919	 +2.395519	 -1.915506	 +0.916016	 -2.799246
9791475	 +0.075467	 -0.173990	 -9.944766	 -0.005153	 +0.002457	 -0.000606	 -0.098910	 +0.088917	 +2.395180	 -1.916105	 +0.916959	 -2.798758
9796475	 +0.081836	 -0.203965	 -9.937282	 -0.005238	 +0.002091	 +0.000442	 -0.098910	 +0.088914	 +2.394846	 -1.916631	 +0.918033	 -2.798221
9801475	 +0.060230	 -0.222473	 -9.917512	 -0.006419	 +0.001894	 +0.000195	 -0.098916	 +0.088911	 +2.394511	 -1.917030	 +0.919102	 -2.797568
9801475	 +0.060230	 -0.222473	 -9.917512	 -0.006419	 +0.001894	 +0.000195	 -0.098916	 +0.088911	 +2.394511	 -1.917030	 +0.919102	 -2.797568
9806475	 +0.064340	 -0.220509	 -9.931856	 -0.005717	 +0.001436	 -0.000590	 -0.098918	 +0.088904	 +2.394172	 -1.917440	 +0.920178	 -2.796988
9811475	 +0.079564	 -0.223755	 -9.944830	 -0.004685	 +0.001985	 -0.001329	 -0.098916	 +0.088900	 +2.393830	 -1.917886	 +0.921320	 -2.796478
9816475	 +0.064399	 -0.196399	 -9.967400	 -0.006104	 +0.001872	 -0.000675	 -0.098921	 +0.088895	 +2.393491	 -1.918353	 +0.922310	 -2.796086
9821475	 +0.082256	 -0.194329	 -9.968619	 -0.005785	 +0.001587	 -0.000197	 -0.098924	 +0.088890	 +2.393154	 -1.918891	 +0.923355	 -2.795710
9826475	 +0.061410	 -0.183076	 -9.969421	 -0.004955	 +0.001273	 -0.000346	 -0.098922	 +0.088882	 +2.392817	 -1.919390	 +0.924287	 -2.795333
9831475	 +0.086920	 -0.194205	 -9.982184	 -0.006117	 +0.002157	 +0.000429	 -0.098927	 +0.088880	 +2.392483	 -1.919937	 +0.925349	 -2.795026
9836475	 +0.110435	 -0.211193	 -9.960351	 -0.006477	 +0.002676	 +0.000250	 -0.098933	 +0.088880	 +2.392148	 -1.920526	 +0.926551	 -2.794612
9841475	 +0.073234	 -0.175319	 -9.962870	 -0.005177	 +0.002209	 -0.000036	 -0.098932	 +0.088878	 +2.391812	 -1.921098	 +0.927496	 -2.794213
9846475	 +0.061279	 -0.201400	 -9.931702	 -0.005773	 +0.002665	 +0.001025	 -0.098935	 +0.088878	 +2.391481	 -1.921559	 +0.928495	 -2.793640
9851476	 +0.054683	 -0.196317	 -9.936881	 -0.006193	 +0.002355	 +0.000313	 -0.098939	 +0.088876	 +2.391147	 -1.922009	 +0.929453	 -2.793093
9856475	 +0.059955	 -0.188171	 -9.942033	 -0.005657	 +0.002322	 +0.000683	 -0.098941	 +0.088875	 +2.390814	 -1.922502	 +0.930400	 -2.792578
9861475	 +0.051732	 -0.198938	 -9.971985	 -0.005342	 +0.002724	 +0.001155	 -0.098941	 +0.088875	 +2.390483	 -1.922909	 +0.931360	 -2.792202
9866476	 +0.083494	 -0.196442	 -9.988772	 -0.006341	 +0.002619	 +0.000488	 -0.098947	 +0.088875	 +2.390150	 -1.923428	 +0.932421	 -2.791925
9871492	 +0.068301	 -0.190121	 -9.969028	 -0.006327	 +0.002692	 +0.000104	 -0.098952	 +0.088875	 +2.389814	 -1.923926	 +0.933406	 -2.791546
9876493	 +0.064277	 -0.176121	 -9.931758	 -0.007876	 +0.002160	 +0.000117	 -0.098965	 +0.088873	 +2.389479	 -1.924480	 +0.934324	 -2.790988
9881745	 +0.098441	 -0.200082	 -9.925630	 -0.006936	 +0.001770	 -0.000125	 -0.098974	 +0.088868	 +2.389142	 -1.925081	 +0.935446	 -2.790402
9886746	 +0.062463	 -0.185364	 -9.935172	 -0.006565	 +0.002086	 -0.000043	 -0.098980	 +0.088865	 +2.388806	 -1.925594	 +0.936393	 -2.789855
9891711	 +0.064677	 -0.190586	 -9.944150	 -0.006779	 +0.001181	 +0.000324	 -0.098988	 +0.088858	 +2.388472	 -1.926092	 +0.937368	 -2.789352
9896475	 +0.071388	 -0.199566	 -9.976266	 -0.006026	 +0.001381	 -0.000096	 -0.098934	 +0.089152	 +2.387853	 -1.890517	 +0.938450	 -2.552862
9901476	 +0.069909	 -0.214777	 -9.953966	 -0.005620	 +0.001941	 -0.000379	 -0.098922	 +0.089221	 +2.387447	 -1.882223	 +0.939546	 -2.495375
9906475	 +0.071909	 -0.180794	 -9.945228	 -0.006231	 +0.000686	 -0.000828	 -0.098924	 +0.089228	 +2.387091	 -1.880654	 +0.940516	 -2.481112
9911476	 +0.073317	 -0.194999	 -9.920281	 -0.006431	 +0.001584	 +0.000111	 -0.098930	 +0.089226	 +2.386752	 -1.880652	 +0.941540	 -2.477161
9916475	 +0.078568	 -0.190065	 -9.954713	 -0.006646	 +0.002098	 -0.000066	 -0.098937	 +0.089224	 +2.386415	 -1.881046	 +0.942566	 -2.475907
9921475	 +0.062565	 -0.204066	 -9.937465	 -0.006560	 +0.001349	 +0.000173	 -0.098943	 +0.089218	 +2.386080	 -1.881439	 +0.943588	 -2.475163
9926476	 +0.041147	 -0.200837	 -9.938021	 -0.005730	 +0.002438	 +0.000551	 -0.098945	 +0.089217	 +2.385747	 -1.881787	 +0.944526	 -2.474560
9931475	 +0.042859	 -0.189716	 -9.935575	 -0.005918	 +0.002651	 +0.000420	 -0.098949	 +0.089216	 +2.385412	 -1.882186	 +0.945429	 -2.473986
9936475	 +0.074930	 -0.201258	 -9.961619	 -0.004997	 +0.001698	 +0.001052	 -0.098947	 +0.089212	 +2.385082	 -1.882645	 +0.946485	 -2.473559
9941475	 +0.064522	 -0.202322	 -9.954525	 -0.006347	 +0.002099	 +0.000220	 -0.098953	 +0.089209	 +2.384747	 -1.883068	 +0.947510	 -2.473094
9946476	 +0.079369	 -0.194990	 -9.964755	 -0.005906	 +0.002388	 +0.000240	 -0.098956	 +0.089207	 +2.384412	 -1.883563	 +0.948559	 -2.472690
9951475	 +0.052401	 -0.209958	 -9.993623	 -0.005957	 +0.002374	 +0.002197	 -0.098959	 +0.089207	 +2.384087	 -1.883890	 +0.949573	 -2.472410
9956475	 +0.079902	 -0.199582	 -9.930805	 -0.006516	 +0.002244	 +0.000376	 -0.098965	 +0.089205	 +2.383753	 -1.884392	 +0.950640	 -2.471836
9961475	 +0.049008	 -0.214747	 -9.954649	 -0.005264	 +0.001621	 -0.000266	 -0.098966	 +0.089199	 +2.383416	 -1.884715	 +0.951658	 -2.471359
9966475	 +0.057041	 -0.197411	 -9.966903	 -0.005287	 +0.002965	 -0.001087	 -0.098967	 +0.089200	 +2.383074	 -1.885118	 +0.952642	 -2.470955
9971475	 +0.059362	 -0.215831	 -9.907084	 -0.005412	 +0.002354	 -0.000238	 -0.098968	 +0.089198	 +2.382737	 -1.885505	 +0.953697	 -2.470246
9976475	 +0.069188	 -0.218131	 -9.940405	 -0.005417	 +0.001928	 -0.000052	 -0.098969	 +0.089194	 +2.382401	 -1.885899	 +0.954797	 -2.469706
9981475	 +0.058110	 -0.220889	 -9.950557	 -0.006742	 +0.001976	 -0.000326	 -0.098977	 +0.089190	 +2.382063	 -1.886235	 +0.955869	 -2.469210
9986475	 +0.057477	 -0.185897	 -9.927910	 -0.006201	 +0.002440	 -0.000153	 -0.098982	 +0.089188	 +2.381726	 -1.886703	 +0.956811	 -2.468618
9991475	 +0.070877	 -0.193108	 -9.932765	 -0.006442	 +0.001953	 -0.001219	 -0.098988	 +0.089184	 +2.381384	 -1.887191	 +0.957826	 -2.468053
9996475	 +0.079362	 -0.190646	 -9.976733	 -0.006342	 +0.000409	 +0.000319	 -0.098994	 +0.089173	 +2.381051	 -1.887688	 +0.958864	 -2.467711
1476	 +0.064752	 -0.193417	 -9.968355	 -0.006961	 +0.001310	 -0.000416	 -0.099003	 +0.089165	 +2.380713	 -1.888129	 +0.959863	 -2.467319
1476	 +0.064752	 -0.193417	 -9.968355	 -0.006961	 +0.001310	 -0.000416	 -0.099003	 +0.089165	 +2.380713	 -1.888129	 +0.959863	 -2.467319
6476	 +0.061021	 -0.204138	 -9.942288	 -0.006032	 +0.001797	 -0.000839	 -0.099007	 +0.089160	 +2.380373	 -1.888537	 +0.960886	 -2.466791
11475	 +0.059268	 -0.200614	 -9.958900	 -0.005729	 +0.002601	 -0.000358	 -0.099010	 +0.089160	 +2.380035	 -1.888939	 +0.961893	 -2.466347
16476	 +0.043773	 -0.184386	 -9.977911	 -0.005778	 +0.003341	 -0.000384	 -0.099013	 +0.089163	 +2.379697	 -1.889327	 +0.962788	 -2.465998
21475	 +0.052074	 -0.199253	 -9.999158	 -0.005720	 +0.002476	 -0.000790	 -0.099016	 +0.089161	 +2.379357	 -1.889680	 +0.963767	 -2.465750
26475	 +0.054681	 -0.207310	 -9.956140	 -0.006493	 +0.001443	 -0.000323	 -0.099022	 +0.089154	 +2.379020	 -1.890044	 +0.964783	 -2.465287
31476	 +0.046787	 -0.182283	 -9.941412	 -0.006135	 +0.000612	 +0.000454	 -0.099027	 +0.089144	 +2.378687	 -1.890473	 +0.965680	 -2.464759
36476	 +0.073889	 -0.215794	 -9.930471	 -0.005729	 +0.002399	 +0.000940	 -0.099029	 +0.089143	 +2.378355	 -1.890893	 +0.966792	 -2.464173
41476	 +0.075257	 -0.214586	 -9.931813	 -0.006251	 +0.001534	 -0.000911	 -0.099034	 +0.089137	 +2.378015	 -1.891321	 +0.967905	 -2.463594
46475	 +0.053566	 -0.204065	 -9.967514	 -0.006977	 +0.000974	 -0.000531	 -0.099043	 +0.089128	 +2.377677	 -1.891682	 +0.968907	 -2.463188
51475	 +0.051340	 -0.204569	 -9.962763	 -0.006722	 +0.002210	 +0.000260	 -0.099051	 +0.089125	 +2.377342	 -1.892037	 +0.969904	 -2.462757
56476	 +0.054231	 -0.173043	 -9.960242	 -0.005395	 +0.002422	 -0.000154	 -0.099052	 +0.089124	 +2.377006	 -1.892511	 +0.970797	 -2.462331
61476	 +0.031462	 -0.189876	 -9.941048	 -0.006289	 +0.002573	 -0.000653	 -0.099057	 +0.089123	 +2.376666	 -1.892858	 +0.971672	 -2.461791
66476	 +0.040436	 -0.201071	 -9.974427	 -0.006485	 +0.002162	 -0.000471	 -0.099064	 +0.089120	 +2.376328	 -1.893176	 +0.972620	 -2.461414
71495	 +0.062215	 -0.182484	 -9.970890	 -0.005100	 +0.001596	 +0.000474	 -0.099063	 +0.089114	 +2.375994	 -1.893638	 +0.973577	 -2.461039
76493	 +0.070762	 -0.187525	 -9.971281	 -0.006137	 +0.001723	 +0.000566	 -0.099067	 +0.089109	 +2.375662	 -1.894114	 +0.974581	 -2.460668
81730	 +0.075116	 -0.180306	 -9.935442	 -0.006274	 +0.001525	 +0.000728	 -0.099072	 +0.089104	 +2.375330	 -1.894652	 +0.975573	 -2.460124
86745	 +0.046883	 -0.164605	 -9.934397	 -0.005654	 +0.001859	 +0.000344	 -0.099074	 +0.089100	 +2.374995	 -1.895144	 +0.976411	 -2.459570
