Timestamp [us]	AccX [m/s²]	AccY [m/s²]	AccZ [m/s²]	OmgX [rad/s]	OmgY [rad/s]	OmgZ [rad/s]	NRpyX [rad]	NRpyY [rad]	NRpyZ [rad]	Vx [m/s]	Vy [m/s]	Vz [m/s]
9331476	 +0.040460	 -0.189660	 -9.969446	 -0.005696	 +0.002260	 +0.000086	 -0.098549	 +0.088302	 +2.426692	 -1.969787	 +0.840269	 -3.237190
9336475	 +0.056924	 -0.198434	 -9.954982	 -0.005051	 +0.002347	 +0.000728	 -0.098548	 +0.088301	 +2.426359	 -1.970308	 +0.841209	 -3.236741
9341475	 +0.034417	 -0.213702	 -9.951046	 -0.005674	 +0.002322	 +0.001590	 -0.098549	 +0.088300	 +2.426031	 -1.970698	 +0.842133	 -3.236255
9346475	 +0.058362	 -0.198957	 -9.941319	 -0.006080	 +0.002017	 +0.000955	 -0.098553	 +0.088297	 +2.425700	 -1.971232	 +0.843079	 -3.235738
9351475	 +0.030648	 -0.195623	 -9.942084	 -0.006722	 +0.001958	 -0.000043	 -0.098560	 +0.088294	 +2.425364	 -1.971672	 +0.843922	 -3.235214
9356475	 +0.047015	 -0.207623	 -9.929804	 -0.006114	 +0.002214	 +0.000237	 -0.098564	 +0.088292	 +2.425029	 -1.972142	 +0.844863	 -3.234631
9361475	 +0.078628	 -0.178028	 -9.964975	 -0.006126	 +0.002986	 +0.000023	 -0.098568	 +0.088294	 +2.424693	 -1.972803	 +0.845800	 -3.234251
9366475	 +0.066099	 -0.190561	 -9.963516	 -0.006805	 +0.002728	 -0.000130	 -0.098576	 +0.088294	 +2.424356	 -1.973377	 +0.846742	 -3.233852
9371476	 +0.074280	 -0.194411	 -9.976587	 -0.006939	 +0.002472	 +0.000177	 -0.098584	 +0.088293	 +2.424021	 -1.973960	 +0.847728	 -3.233519
9376476	 +0.095026	 -0.202376	 -9.934641	 -0.007151	 +0.002105	 +0.000011	 -0.098594	 +0.088290	 +2.423685	 -1.974622	 +0.848809	 -3.232984
9381475	 +0.104952	 -0.210167	 -9.978362	 -0.006195	 +0.002818	 +0.001075	 -0.098598	 +0.088292	 +2.423355	 -1.975267	 +0.849956	 -3.232665
9386475	 +0.066233	 -0.198168	 -9.966850	 -0.004950	 +0.002204	 -0.000582	 -0.098596	 +0.088289	 +2.423016	 -1.975812	 +0.850930	 -3.232279
9391475	 +0.046489	 -0.204320	 -9.936081	 -0.004935	 +0.003491	 -0.001507	 -0.098595	 +0.088293	 +2.422672	 -1.976284	 +0.851861	 -3.231728
9396476	 +0.059677	 -0.184819	 -9.958454	 -0.005448	 +0.002745	 -0.001043	 -0.098597	 +0.088293	 +2.422330	 -1.976853	 +0.852763	 -3.231304
9401475	 +0.052021	 -0.192586	 -9.952475	 -0.005318	 +0.002556	 +0.000559	 -0.098597	 +0.088292	 +2.421997	 -1.977372	 +0.853668	 -3.230843
9401475	 +0.052021	 -0.192586	 -9.952475	 -0.005318	 +0.002556	 +0.000559	 -0.098597	 +0.088292	 +2.421997	 -1.977372	 +0.853668	 -3.230843
9406475	 +0.066123	 -0.179589	 -9.942867	 -0.005729	 +0.002063	 -0.000904	 -0.098599	 +0.088289	 +2.421657	 -1.977991	 +0.854571	 -3.230347
9411475	 +0.068285	 -0.196366	 -9.933168	 -0.005404	 +0.002964	 -0.000618	 -0.098600	 +0.088290	 +2.421317	 -1.978571	 +0.855544	 -3.229795
9416475	 +0.062097	 -0.181533	 -9.932708	 -0.006739	 +0.003422	 -0.000202	 -0.098608	 +0.088294	 +2.420980	 -1.979175	 +0.856440	 -3.229246
9421475	 +0.065121	 -0.204469	 -9.938688	 -0.005300	 +0.003140	 -0.000508	 -0.098608	 +0.088296	 +2.420641	 -1.979712	 +0.857434	 -3.228716
9426475	 +0.053782	 -0.200359	 -9.939731	 -0.005226	 +0.001998	 +0.000990	 -0.098607	 +0.088293	 +2.420310	 -1.980218	 +0.858375	 -3.228189
9431475	 +0.048840	 -0.212820	 -9.964413	 -0.005909	 +0.002489	 +0.000729	 -0.098610	 +0.088293	 +2.419977	 -1.980649	 +0.859349	 -3.227776
9436475	 +0.026539	 -0.215918	 -9.970301	 -0.006915	 +0.001873	 +0.000045	 -0.098618	 +0.088289	 +2.419642	 -1.980983	 +0.860262	 -3.227380
9441476	 +0.076544	 -0.199269	 -9.927006	 -0.006067	 +0.002394	 -0.000970	 -0.098623	 +0.088287	 +2.419301	 -1.981585	 +0.861274	 -3.226800
9446475	 +0.039713	 -0.198814	 -9.962272	 -0.005257	 +0.002808	 +0.000373	 -0.098622	 +0.088288	 +2.418967	 -1.982028	 +0.862166	 -3.226379
9451475	 +0.053379	 -0.181241	 -9.940062	 -0.005923	 +0.002802	 -0.000045	 -0.098626	 +0.088289	 +2.418630	 -1.982593	 +0.863035	 -3.225863
9456475	 +0.040798	 -0.200220	 -9.936445	 -0.005745	 +0.003289	 -0.000308	 -0.098628	 +0.088292	 +2.418292	 -1.983051	 +0.863935	 -3.225314
9461475	 +0.065076	 -0.205646	 -9.933154	 -0.005618	 +0.002415	 -0.000109	 -0.098630	 +0.088291	 +2.417955	 -1.983584	 +0.864934	 -3.224756
9466475	 +0.052620	 -0.199143	 -9.954458	 -0.005829	 +0.000762	 +0.000082	 -0.098633	 +0.088281	 +2.417621	 -1.984077	 +0.865871	 -3.224302
9471498	 +0.063121	 -0.187028	 -9.932263	 -0.004767	 +0.001432	 -0.000461	 -0.098630	 +0.088275	 +2.417283	 -1.984664	 +0.866795	 -3.223748
9476492	 +0.066942	 -0.235287	 -9.959713	 -0.004502	 +0.002154	 +0.000516	 -0.098626	 +0.088273	 +2.416950	 -1.985089	 +0.867915	 -3.223308
9481746	 +0.054888	 -0.211341	 -9.969481	 -0.005684	 +0.003045	 +0.000512	 -0.098628	 +0.088275	 +2.416616	 -1.985541	 +0.868907	 -3.222923
9486750	 +0.077153	 -0.163262	 -9.980091	 -0.006195	 +0.002445	 +0.000068	 -0.098633	 +0.088274	 +2.416280	 -1.986225	 +0.869792	 -3.222625
9491711	 +0.090242	 -0.186368	 -10.014775	 -0.006343	 +0.002171	 +0.000165	 -0.098758	 +0.088592	 +2.415851	 -1.944128	 +0.857312	 -3.218381
9496475	 +0.043764	 -0.184791	 -9.965028	 -0.006846	 +0.003581	 -0.001204	 -0.098796	 +0.088674	 +2.415486	 -1.934293	 +0.854902	 -3.216989
9501475	 +0.070148	 -0.204364	 -9.951060	 -0.007018	 +0.001861	 -0.001491	 -0.098812	 +0.088688	 +2.415137	 -1.932323	 +0.855124	 -3.216284
9506475	 +0.072745	 -0.196237	 -9.958484	 -0.005669	 +0.001927	 -0.000295	 -0.098816	 +0.088688	 +2.414799	 -1.932273	 +0.855921	 -3.215802
9511476	 +0.078837	 -0.189493	 -9.953125	 -0.005985	 +0.001331	 -0.000306	 -0.098820	 +0.088683	 +2.414461	 -1.932727	 +0.856857	 -3.215343
9516475	 +0.057780	 -0.194865	 -9.953909	 -0.006083	 +0.002016	 -0.000431	 -0.098825	 +0.088680	 +2.414123	 -1.933195	 +0.857779	 -3.214887
9521475	 +0.048172	 -0.198663	 -9.902109	 -0.005927	 +0.002061	 -0.000743	 -0.098828	 +0.088676	 +2.413784	 -1.933674	 +0.858689	 -3.214171
9526475	 +0.038376	 -0.200405	 -9.943704	 -0.005567	 +0.001549	 -0.000758	 -0.098830	 +0.088670	 +2.413444	 -1.934091	 +0.859578	 -3.213656
9531475	 +0.062297	 -0.215454	 -9.954974	 -0.006016	 +0.002215	 -0.000056	 -0.098834	 +0.088668	 +2.413108	 -1.934541	 +0.860604	 -3.213201
9536475	 +0.079505	 -0.181659	 -9.944160	 -0.006119	 +0.001934	 +0.000196	 -0.098838	 +0.088664	 +2.412773	 -1.935173	 +0.861561	 -3.212716
9541476	 +0.066975	 -0.195202	 -9.966235	 -0.004883	 +0.002423	 +0.000233	 -0.098837	 +0.088663	 +2.412438	 -1.935699	 +0.862529	 -3.212329
9546475	 +0.056399	 -0.200557	 -9.957080	 -0.004350	 +0.001948	 +0.000683	 -0.098832	 +0.088660	 +2.412106	 -1.936174	 +0.863481	 -3.211888
9551475	 +0.064464	 -0.219837	 -9.965726	 -0.005502	 +0.001969	 +0.000191	 -0.098833	 +0.088657	 +2.411771	 -1.936610	 +0.864533	 -3.211485
9556475	 +0.053077	 -0.194015	 -9.977078	 -0.004276	 +0.002168	 +0.000613	 -0.098828	 +0.088655	 +2.411438	 -1.937080	 +0.865452	 -3.211146
9561475	 +0.082182	 -0.206975	 -9.961592	 -0.005691	 +0.002845	 -0.000048	 -0.098830	 +0.088655	 +2.411102	 -1.937627	 +0.866515	 -3.210736
9566475	 +0.082997	 -0.189878	 -9.935570	 -0.006654	 +0.003043	 +0.000638	 -0.098837	 +0.088658	 +2.410768	 -1.938249	 +0.867515	 -3.210206
9571475	 +0.085487	 -0.173277	 -9.969915	 -0.005857	 +0.002803	 +0.000099	 -0.098840	 +0.088658	 +2.410433	 -1.938912	 +0.868464	 -3.209856
9576476	 +0.072710	 -0.191337	 -9.992478	 -0.006888	 +0.001236	 -0.000731	 -0.098848	 +0.088651	 +2.410094	 -1.939453	 +0.869440	 -3.209603
9581475	 +0.052731	 -0.200862	 -9.951277	 -0.004569	 +0.001586	 +0.000511	 -0.098844	 +0.088646	 +2.409761	 -1.939915	 +0.870383	 -3.209132
9586476	 +0.062380	 -0.190426	 -9.944176	 -0.006521	 +0.001950	 +0.000272	 -0.098851	 +0.088642	 +2.409426	 -1.940451	 +0.871318	 -3.208635
9591475	 +0.047009	 -0.206992	 -9.947009	 -0.005431	 +0.001601	 +0.000794	 -0.098851	 +0.088637	 +2.409095	 -1.940875	 +0.872265	 -3.208138
9596476	 +0.049473	 -0.222424	 -9.953994	 -0.005156	 +0.001125	 +0.000038	 -0.098851	 +0.088630	 +2.408759	 -1.941251	 +0.873279	 -3.207668
9601475	 +0.036087	 -0.191859	 -9.947646	 -0.006141	 +0.002068	 -0.000246	 -0.098855	 +0.088626	 +2.408422	 -1.941683	 +0.874134	 -3.207177
9601475	 +0.036087	 -0.191859	 -9.947646	 -0.006141	 +0.002068	 -0.000246	 -0.098855	 +0.088626	 +2.408422	 -1.941683	 +0.874134	 -3.207177
9606475	 +0.066022	 -0.202819	 -9.953553	 -0.006469	 +0.002022	 -0.000976	 -0.098862	 +0.088623	 +2.408082	 -1.942186	 +0.875130	 -3.206722
9611475	 +0.102070	 -0.206528	 -9.949185	 -0.005192	 +0.001060	 -0.000230	 -0.098861	 +0.088615	 +2.407745	 -1.942812	 +0.876261	 -3.206260
9616475	 +0.067353	 -0.196194	 -9.958735	 -0.005708	 +0.002562	 +0.000211	 -0.098864	 +0.088614	 +2.407410	 -1.943337	 +0.877238	 -3.205835
9621475	 +0.080270	 -0.176252	 -9.980402	 -0.006858	 +0.002082	 +0.000159	 -0.098871	 +0.088611	 +2.407075	 -1.943961	 +0.878186	 -3.205533
9626475	 +0.090416	 -0.184098	 -9.970368	 -0.005648	 +0.001844	 -0.001244	 -0.098874	 +0.088607	 +2.406733	 -1.944603	 +0.879197	 -3.205181
9631476	 +0.042142	 -0.160304	 -9.965199	 -0.004753	 +0.000898	 -0.000356	 -0.098872	 +0.088598	 +2.406396	 -1.945149	 +0.879959	 -3.204795
9636475	 +0.041346	 -0.193227	 -9.955990	 -0.006454	 +0.001880	 -0.000362	 -0.098878	 +0.088593	 +2.406058	 -1.945588	 +0.880840	 -3.204346
9641475	 +0.059705	 -0.194807	 -9.930028	 -0.005445	 +0.001596	 -0.000685	 -0.098879	 +0.088588	 +2.405719	 -1.946108	 +0.881787	 -3.203776
9646475	 +0.056443	 -0.200306	 -9.946317	 -0.005882	 +0.001624	 -0.000419	 -0.098882	 +0.088582	 +2.405381	 -1.946586	 +0.882745	 -3.203282
9651476	 +0.054670	 -0.168477	 -9.965228	 -0.005452	 +0.002723	 +0.000145	 -0.098883	 +0.088583	 +2.405046	 -1.947150	 +0.883580	 -3.202897
9656475	 +0.096450	 -0.196001	 -9.943688	 -0.005676	 +0.003101	 +0.000341	 -0.098885	 +0.088585	 +2.404711	 -1.947791	 +0.884656	 -3.202410
9661475	 +0.111747	 -0.181059	 -9.965710	 -0.005991	 +0.002581	 +0.000631	 -0.098889	 +0.088585	 +2.404378	 -1.948523	 +0.885730	 -3.202047
9666476	 +0.090670	 -0.165490	 -9.948899	 -0.006538	 +0.003314	 -0.000163	 -0.098895	 +0.088588	 +2.404041	 -1.949239	 +0.886675	 -3.201598
9671493	 +0.083304	 -0.194848	 -9.929728	 -0.006775	 +0.003082	 -0.000636	 -0.098903	 +0.088590	 +2.403701	 -1.949843	 +0.887703	 -3.201037
9676495	 +0.059867	 -0.189167	 -9.951967	 -0.006645	 +0.002404	 -0.000488	 -0.098910	 +0.088588	 +2.403363	 -1.950364	 +0.888633	 -3.200579
9681746	 +0.024825	 -0.175537	 -9.918400	 -0.005562	 +0.002685	 -0.000416	 -0.098912	 +0.088588	 +2.403025	 -1.950823	 +0.889393	 -3.199945
9686745	 +0.036908	 -0.209964	 -9.931526	 -0.006104	 +0.002909	 -0.000981	 -0.098917	 +0.088589	 +2.402684	 -1.951203	 +0.890323	 -3.199365
